Time,HeartRate
2019-10-20 14:35:09,88
2019-10-20 15:13:30,78
2019-10-20 15:13:32,79
2019-10-20 15:13:40,88
2019-10-20 15:13:45,93
2019-10-20 15:13:48,94
2019-10-20 15:13:51,89
2019-10-20 15:14:00,76
2019-10-20 15:14:05,74
2019-10-20 15:14:08,73
2019-10-20 15:14:15,71
2019-10-20 15:14:17,71
2019-10-20 15:14:21,72
2019-10-20 15:14:30,76
2019-10-20 15:14:35,77
2019-10-20 15:14:38,76
2019-10-20 15:14:45,78
2019-10-20 15:14:47,78
2019-10-20 15:14:54,77
2019-10-20 15:14:56,76
2019-10-20 15:15:02,73
2019-10-20 15:15:08,73
2019-10-20 15:15:14,74
2019-10-20 15:15:16,75
2019-10-20 15:15:25,86
2019-10-20 15:15:26,86
2019-10-20 15:15:35,75
2019-10-20 15:15:36,75
2019-10-20 15:15:44,73
2019-10-20 15:15:50,73
2019-10-20 15:15:51,73
2019-10-20 15:15:58,72
2019-10-20 15:16:03,72
2019-10-20 15:16:07,72
2019-10-20 15:16:13,74
2019-10-20 15:16:16,75
2019-10-20 15:16:25,77
2019-10-20 15:16:30,76
2019-10-20 15:16:31,75
2019-10-20 15:16:40,85
2019-10-20 15:16:43,83
2019-10-20 15:16:49,81
2019-10-20 15:16:52,79
2019-10-20 15:17:00,79
2019-10-20 15:17:02,79
2019-10-20 15:17:06,78
2019-10-20 15:17:14,74
2019-10-20 15:17:17,75
2019-10-20 15:17:21,75
2019-10-20 15:17:27,75
2019-10-20 15:17:34,77
2019-10-20 15:17:40,78
2019-10-20 15:17:45,79
2019-10-20 15:17:46,78
2019-10-20 15:17:55,81
2019-10-20 15:18:00,80
2019-10-20 15:18:01,80
2019-10-20 15:18:08,80
2019-10-20 15:18:15,78
2019-10-20 15:18:27,78
2019-10-20 15:18:31,81
2019-10-20 15:18:38,85
2019-10-20 15:18:44,80
2019-10-20 15:18:47,79
2019-10-20 15:18:54,75
2019-10-20 15:18:58,76
2019-10-20 15:19:01,75
2019-10-20 15:19:10,76
2019-10-20 15:19:12,76
2019-10-20 15:19:18,75
2019-10-20 15:19:21,77
2019-10-20 15:19:28,76
2019-10-20 15:19:34,74
2019-10-20 15:19:37,75
2019-10-20 15:19:41,76
2019-10-20 15:19:48,74
2019-10-20 15:19:52,74
2019-10-20 15:19:58,74
2019-10-20 15:20:02,71
2019-10-20 15:20:06,73
2019-10-20 15:20:13,89
2019-10-20 15:20:20,86
2019-10-20 15:20:25,87
2019-10-20 15:20:26,87
2019-10-20 15:20:32,80
2019-10-20 15:20:40,77
2019-10-20 15:20:45,77
2019-10-20 15:20:50,78
2019-10-20 15:20:51,79
2019-10-20 15:20:59,81
2019-10-20 15:21:01,81
2019-10-20 15:21:10,81
2019-10-20 15:21:11,81
2019-10-20 15:21:20,77
2019-10-20 15:21:23,76
2019-10-20 15:21:26,77
2019-10-20 15:21:35,82
2019-10-20 15:21:37,82
2019-10-20 15:21:41,84
2019-10-20 15:21:50,79
2019-10-20 15:21:54,80
2019-10-20 15:22:00,80
2019-10-20 15:22:01,80
2019-10-20 15:22:10,81
2019-10-20 15:22:11,81
2019-10-20 15:22:17,80
2019-10-20 15:22:21,80
2019-10-20 15:22:27,80
2019-10-20 15:22:31,81
2019-10-20 15:22:37,76
2019-10-20 15:22:45,88
2019-10-20 15:22:49,86
2019-10-20 15:22:51,88
2019-10-20 15:22:56,93
2019-10-20 15:23:05,82
2019-10-20 15:23:09,90
2019-10-20 15:23:15,98
2019-10-20 15:23:16,99
2019-10-20 15:23:21,93
2019-10-20 15:23:30,81
2019-10-20 15:23:33,82
2019-10-20 15:23:39,89
2019-10-20 15:23:45,82
2019-10-20 15:23:47,83
2019-10-20 15:23:55,83
2019-10-20 15:24:00,82
2019-10-20 15:24:01,82
2019-10-20 15:24:08,77
2019-10-20 15:24:13,76
2019-10-20 15:24:16,78
2019-10-20 15:24:22,84
2019-10-20 15:24:30,80
2019-10-20 15:24:35,81
2019-10-20 15:24:37,81
2019-10-20 15:24:41,82
2019-10-20 15:24:46,77
2019-10-20 15:24:55,79
2019-10-20 15:24:57,78
2019-10-20 15:25:04,76
2019-10-20 15:25:10,82
2019-10-20 15:25:11,82
2019-10-20 15:25:18,84
2019-10-20 15:25:25,77
2019-10-20 15:25:29,81
2019-10-20 15:25:32,80
2019-10-20 15:25:40,77
2019-10-20 15:25:43,79
2019-10-20 15:25:46,81
2019-10-20 15:25:51,88
2019-10-20 15:25:57,88
2019-10-20 15:26:02,77
2019-10-20 15:26:10,61
2019-10-20 15:26:14,63
2019-10-20 15:26:19,69
2019-10-20 15:26:24,75
2019-10-20 15:26:30,77
2019-10-20 15:26:32,77
2019-10-20 15:26:39,75
2019-10-20 15:26:44,78
2019-10-20 15:26:50,78
2019-10-20 15:26:55,81
2019-10-20 15:27:00,82
2019-10-20 15:27:02,80
2019-10-20 15:27:06,78
2019-10-20 15:27:14,83
2019-10-20 15:27:18,83
2019-10-20 15:27:23,79
2019-10-20 15:27:30,73
2019-10-20 15:27:35,72
2019-10-20 15:27:39,73
2019-10-20 15:27:41,73
2019-10-20 15:27:48,78
2019-10-20 15:27:53,79
2019-10-20 15:27:58,77
2019-10-20 15:28:01,78
2019-10-20 15:28:06,80
2019-10-20 15:28:14,80
2019-10-20 15:28:19,80
