"HR","Timestamp"
52,2019-05-15 11:34:52
61,2019-05-15 11:34:53
72,2019-05-15 11:34:54
67,2019-05-15 11:34:55
64,2019-05-15 11:34:56
63,2019-05-15 11:34:57
62.57,2019-05-15 11:34:58
71.12,2019-05-15 11:34:59
77.89,2019-05-15 11:35:00
83.3,2019-05-15 11:35:01
86.27,2019-05-15 11:35:02
89,2019-05-15 11:35:03
91.08,2019-05-15 11:35:04
92.79,2019-05-15 11:35:05
93.4,2019-05-15 11:35:06
92.5,2019-05-15 11:35:07
95.06,2019-05-15 11:35:08
97.94,2019-05-15 11:35:09
100.95,2019-05-15 11:35:10
103.7,2019-05-15 11:35:11
106,2019-05-15 11:35:12
107.32,2019-05-15 11:35:13
108.3,2019-05-15 11:35:14
109.25,2019-05-15 11:35:15
110.08,2019-05-15 11:35:16
110.92,2019-05-15 11:35:17
111.67,2019-05-15 11:35:18
112.32,2019-05-15 11:35:19
113,2019-05-15 11:35:20
113.67,2019-05-15 11:35:21
114.26,2019-05-15 11:35:22
114.88,2019-05-15 11:35:23
116.33,2019-05-15 11:35:24
118.47,2019-05-15 11:35:25
120.46,2019-05-15 11:35:26
122.33,2019-05-15 11:35:27
124.14,2019-05-15 11:35:28
125.84,2019-05-15 11:35:29
127.49,2019-05-15 11:35:30
128.98,2019-05-15 11:35:31
130.39,2019-05-15 11:35:32
131.74,2019-05-15 11:35:33
132.98,2019-05-15 11:35:34
134.02,2019-05-15 11:35:35
135,2019-05-15 11:35:36
135.96,2019-05-15 11:35:37
136.89,2019-05-15 11:35:38
137.81,2019-05-15 11:35:39
138.69,2019-05-15 11:35:40
139.54,2019-05-15 11:35:41
140.39,2019-05-15 11:35:42
141.21,2019-05-15 11:35:43
142.02,2019-05-15 11:35:44
142.81,2019-05-15 11:35:45
143.65,2019-05-15 11:35:46
143.41,2019-05-15 11:35:47
142.63,2019-05-15 11:35:48
141.9,2019-05-15 11:35:49
141.19,2019-05-15 11:35:50
140.53,2019-05-15 11:35:51
141.37,2019-05-15 11:35:52
141.88,2019-05-15 11:35:53
142,2019-05-15 11:35:54
142.83,2019-05-15 11:35:55
143.7,2019-05-15 11:35:56
144.45,2019-05-15 11:35:57
145.18,2019-05-15 11:35:58
144.73,2019-05-15 11:35:59
144.27,2019-05-15 11:36:00
143.8,2019-05-15 11:36:01
143.55,2019-05-15 11:36:02
143.25,2019-05-15 11:36:03
143,2019-05-15 11:36:04
142.75,2019-05-15 11:36:05
142.73,2019-05-15 11:36:06
143.12,2019-05-15 11:36:07
142.5,2019-05-15 11:36:08
141.67,2019-05-15 11:36:09
140.68,2019-05-15 11:36:10
139.68,2019-05-15 11:36:11
138.75,2019-05-15 11:36:12
138.13,2019-05-15 11:36:13
137.62,2019-05-15 11:36:14
136.87,2019-05-15 11:36:15
136.12,2019-05-15 11:36:16
135.37,2019-05-15 11:36:17
134.68,2019-05-15 11:36:18
134.02,2019-05-15 11:36:19
133.32,2019-05-15 11:36:20
132.6,2019-05-15 11:36:21
131.87,2019-05-15 11:36:22
131.13,2019-05-15 11:36:23
129.93,2019-05-15 11:36:24
128.27,2019-05-15 11:36:25
126.6,2019-05-15 11:36:26
124.93,2019-05-15 11:36:27
123.03,2019-05-15 11:36:28
121.13,2019-05-15 11:36:29
119.23,2019-05-15 11:36:30
117.42,2019-05-15 11:36:31
115.63,2019-05-15 11:36:32
113.85,2019-05-15 11:36:33
112.08,2019-05-15 11:36:34
110.3,2019-05-15 11:36:35
108.55,2019-05-15 11:36:36
106.8,2019-05-15 11:36:37
105.03,2019-05-15 11:36:38
103.27,2019-05-15 11:36:39
101.5,2019-05-15 11:36:40
99.73,2019-05-15 11:36:41
97.92,2019-05-15 11:36:42
96.12,2019-05-15 11:36:43
94.3,2019-05-15 11:36:44
92.47,2019-05-15 11:36:45
90.57,2019-05-15 11:36:46
89.63,2019-05-15 11:36:47
89.38,2019-05-15 11:36:48
89.12,2019-05-15 11:36:49
88.82,2019-05-15 11:36:50
88.5,2019-05-15 11:36:51
88.18,2019-05-15 11:36:52
87.9,2019-05-15 11:36:53
87.6,2019-05-15 11:36:54
87.25,2019-05-15 11:36:55
86.87,2019-05-15 11:36:56
86.5,2019-05-15 11:36:57
86.13,2019-05-15 11:36:58
85.78,2019-05-15 11:36:59
85.42,2019-05-15 11:37:00
85.18,2019-05-15 11:37:01
85,2019-05-15 11:37:02
84.8,2019-05-15 11:37:03
84.62,2019-05-15 11:37:04
84.48,2019-05-15 11:37:05
84.3,2019-05-15 11:37:06
84.12,2019-05-15 11:37:07
83.98,2019-05-15 11:37:08
83.93,2019-05-15 11:37:09
83.92,2019-05-15 11:37:10
83.93,2019-05-15 11:37:11
83.95,2019-05-15 11:37:12
83.92,2019-05-15 11:37:13
83.77,2019-05-15 11:37:14
83.87,2019-05-15 11:37:15
84,2019-05-15 11:37:16
84.08,2019-05-15 11:37:17
84.13,2019-05-15 11:37:18
84.13,2019-05-15 11:37:19
84.15,2019-05-15 11:37:20
84.23,2019-05-15 11:37:21
84.37,2019-05-15 11:37:22
84.47,2019-05-15 11:37:23
84.57,2019-05-15 11:37:24
84.72,2019-05-15 11:37:25
84.87,2019-05-15 11:37:26
85.02,2019-05-15 11:37:27
85.33,2019-05-15 11:37:28
85.73,2019-05-15 11:37:29
86.08,2019-05-15 11:37:30
