"HR","Timestamp"
109,2019-05-14 09:52:36
80.5,2019-05-14 09:52:37
86.33,2019-05-14 09:52:38
85.5,2019-05-14 09:52:39
80,2019-05-14 09:52:40
76.33,2019-05-14 09:52:41
75.43,2019-05-14 09:52:42
74.62,2019-05-14 09:52:43
74.33,2019-05-14 09:52:44
74.1,2019-05-14 09:52:45
74,2019-05-14 09:52:46
73.92,2019-05-14 09:52:47
73.85,2019-05-14 09:52:48
73.71,2019-05-14 09:52:49
73.6,2019-05-14 09:52:50
73.38,2019-05-14 09:52:51
73.18,2019-05-14 09:52:52
73,2019-05-14 09:52:53
72.74,2019-05-14 09:52:54
72.45,2019-05-14 09:52:55
72.33,2019-05-14 09:52:56
72.23,2019-05-14 09:52:57
72.13,2019-05-14 09:52:58
72.04,2019-05-14 09:52:59
71.96,2019-05-14 09:53:00
71.88,2019-05-14 09:53:01
71.85,2019-05-14 09:53:02
71.79,2019-05-14 09:53:03
71.72,2019-05-14 09:53:04
71.67,2019-05-14 09:53:05
71.65,2019-05-14 09:53:06
71.66,2019-05-14 09:53:07
71.67,2019-05-14 09:53:08
71.68,2019-05-14 09:53:09
71.69,2019-05-14 09:53:10
71.81,2019-05-14 09:53:11
71.89,2019-05-14 09:53:12
71.89,2019-05-14 09:53:13
71.92,2019-05-14 09:53:14
71.93,2019-05-14 09:53:15
71.95,2019-05-14 09:53:16
71.98,2019-05-14 09:53:17
71.98,2019-05-14 09:53:18
71.98,2019-05-14 09:53:19
71.98,2019-05-14 09:53:20
72,2019-05-14 09:53:21
72.02,2019-05-14 09:53:22
72.02,2019-05-14 09:53:23
72.04,2019-05-14 09:53:24
72.08,2019-05-14 09:53:25
72.12,2019-05-14 09:53:26
72.13,2019-05-14 09:53:27
72.17,2019-05-14 09:53:28
72.19,2019-05-14 09:53:29
72.2,2019-05-14 09:53:30
72.23,2019-05-14 09:53:31
72.28,2019-05-14 09:53:32
72.33,2019-05-14 09:53:33
72.37,2019-05-14 09:53:34
72.45,2019-05-14 09:53:35
71.95,2019-05-14 09:53:36
72.37,2019-05-14 09:53:37
72.02,2019-05-14 09:53:38
71.9,2019-05-14 09:53:39
72.22,2019-05-14 09:53:40
72.53,2019-05-14 09:53:41
72.63,2019-05-14 09:53:42
72.73,2019-05-14 09:53:43
72.78,2019-05-14 09:53:44
72.82,2019-05-14 09:53:45
72.82,2019-05-14 09:53:46
72.82,2019-05-14 09:53:47
72.8,2019-05-14 09:53:48
72.8,2019-05-14 09:53:49
72.78,2019-05-14 09:53:50
72.8,2019-05-14 09:53:51
72.82,2019-05-14 09:53:52
72.83,2019-05-14 09:53:53
72.9,2019-05-14 09:53:54
72.98,2019-05-14 09:53:55
73.07,2019-05-14 09:53:56
73.15,2019-05-14 09:53:57
73.35,2019-05-14 09:53:58
73.5,2019-05-14 09:53:59
73.62,2019-05-14 09:54:00
73.63,2019-05-14 09:54:01
73.6,2019-05-14 09:54:02
73.58,2019-05-14 09:54:03
73.57,2019-05-14 09:54:04
73.55,2019-05-14 09:54:05
73.53,2019-05-14 09:54:06
73.52,2019-05-14 09:54:07
73.52,2019-05-14 09:54:08
73.53,2019-05-14 09:54:09
73.52,2019-05-14 09:54:10
73.45,2019-05-14 09:54:11
73.4,2019-05-14 09:54:12
73.38,2019-05-14 09:54:13
