"HR","Timestamp"
61,2019-05-26 13:07:20
61,2019-05-26 13:07:21
57,2019-05-26 13:07:22
58,2019-05-26 13:07:23
58.6,2019-05-26 13:07:24
63,2019-05-26 13:07:25
66.14,2019-05-26 13:07:26
68.38,2019-05-26 13:07:27
69.89,2019-05-26 13:07:28
70.6,2019-05-26 13:07:29
71.18,2019-05-26 13:07:30
71.67,2019-05-26 13:07:31
72.15,2019-05-26 13:07:32
72.57,2019-05-26 13:07:33
72.8,2019-05-26 13:07:34
73.19,2019-05-26 13:07:35
73.53,2019-05-26 13:07:36
73.83,2019-05-26 13:07:37
74.11,2019-05-26 13:07:38
74.2,2019-05-26 13:07:39
74.24,2019-05-26 13:07:40
74.18,2019-05-26 13:07:41
74.09,2019-05-26 13:07:42
74.12,2019-05-26 13:07:43
74.08,2019-05-26 13:07:44
74,2019-05-26 13:07:45
73.96,2019-05-26 13:07:46
73.86,2019-05-26 13:07:47
73.76,2019-05-26 13:07:48
73.63,2019-05-26 13:07:49
73.52,2019-05-26 13:07:50
73.41,2019-05-26 13:07:51
73.3,2019-05-26 13:07:52
73.18,2019-05-26 13:07:53
73.09,2019-05-26 13:07:54
72.94,2019-05-26 13:07:55
72.76,2019-05-26 13:07:56
72.82,2019-05-26 13:07:57
72.87,2019-05-26 13:07:58
72.93,2019-05-26 13:07:59
73.05,2019-05-26 13:08:00
73.21,2019-05-26 13:08:01
73.37,2019-05-26 13:08:02
73.3,2019-05-26 13:08:03
73.22,2019-05-26 13:08:04
73.15,2019-05-26 13:08:05
73.13,2019-05-26 13:08:06
73.06,2019-05-26 13:08:07
72.98,2019-05-26 13:08:08
72.86,2019-05-26 13:08:09
72.9,2019-05-26 13:08:10
72.9,2019-05-26 13:08:11
72.91,2019-05-26 13:08:12
72.94,2019-05-26 13:08:13
72.98,2019-05-26 13:08:14
73.02,2019-05-26 13:08:15
73.05,2019-05-26 13:08:16
73.19,2019-05-26 13:08:17
73.32,2019-05-26 13:08:18
73.45,2019-05-26 13:08:19
73.82,2019-05-26 13:08:20
74.2,2019-05-26 13:08:21
74.8,2019-05-26 13:08:22
75.18,2019-05-26 13:08:23
75.63,2019-05-26 13:08:24
75.7,2019-05-26 13:08:25
75.77,2019-05-26 13:08:26
75.87,2019-05-26 13:08:27
75.97,2019-05-26 13:08:28
76.15,2019-05-26 13:08:29
76.28,2019-05-26 13:08:30
76.28,2019-05-26 13:08:31
76.25,2019-05-26 13:08:32
76.22,2019-05-26 13:08:33
76.2,2019-05-26 13:08:34
