"Time","Timestamp","Perspiration","NR_Perspiration"
98,2019-02-15 12:08:14,0.00320160894736842,0.00396511439481465
99,2019-02-15 12:08:15,0.003726682875,0.00390388502626668
100,2019-02-15 12:08:16,0.00368958445,0.00384372539268533
101,2019-02-15 12:08:17,0.00351744273684211,0.00383061665576033
102,2019-02-15 12:08:18,0.00371529810526316,0.00388781727376262
103,2019-02-15 12:08:19,0.0037088704,0.00392004898316155
104,2019-02-15 12:08:20,0.00350034257894737,0.00395217276568482
105,2019-02-15 12:08:21,0.00346759726315789,0.00406786942624209
106,2019-02-15 12:08:22,0.003827810875,0.00433154570481636
107,2019-02-15 12:08:23,0.0052480623125,0.00468370253762693
108,2019-02-15 12:08:24,0.0060059876875,0.00497798768674985
109,2019-02-15 12:08:25,0.00815791755555556,0.00509253616870909
110,2019-02-15 12:08:26,0.00510270561111111,0.0050458733319227
111,2019-02-15 12:08:27,0.00534210475,0.00491463388241309
112,2019-02-15 12:08:28,0.0038882558,0.00476551959533351
113,2019-02-15 12:08:29,0.004773273875,0.00467632389265555
114,2019-02-15 12:08:30,0.00308676305555556,0.00473988930287716
115,2019-02-15 12:08:31,0.005959265875,0.00502754471921843
116,2019-02-15 12:08:32,0.00543619075,0.00526139366445959
117,2019-02-15 12:08:33,0.00573704170588235,0.00531490376324091
118,2019-02-15 12:08:34,0.00401315405555556,0.00529776270960164
119,2019-02-15 12:08:35,0.0079127708,0.00537260189627332
120,2019-02-15 12:08:36,0.00379468925,0.00540878194756615
121,2019-02-15 12:08:37,0.0045136788125,0.00547030730431779
122,2019-02-15 12:08:38,0.00442037807142857,0.00571328526261169
123,2019-02-15 12:08:39,0.00571336905263158,0.00629764142074625
124,2019-02-15 12:08:40,0.00509868582352941,0.00739528806461353
125,2019-02-15 12:08:41,0.0737631929375,0.00892829421184452
126,2019-02-15 12:08:42,0.021303206952381,0.00950213054437695
127,2019-02-15 12:08:43,0.00769967035294118,0.00822752434007974
128,2019-02-15 12:08:44,0.006668584,0.00687672950414115
129,2019-02-15 12:08:45,0.00514868082352941,0.00591610840883532
130,2019-02-15 12:08:46,0.0043288922,0.00522851102597898
131,2019-02-15 12:08:47,0.0040036013,0.00481437753104386
132,2019-02-15 12:08:48,0.004511205,0.0046331311658318
133,2019-02-15 12:08:49,0.0037598264,0.004557624469381
134,2019-02-15 12:08:50,0.00469429857894737,0.00464798984412061
135,2019-02-15 12:08:51,0.00541855680952381,0.00470360648574939
136,2019-02-15 12:08:52,0.0040610098,0.00449881512539758
137,2019-02-15 12:08:53,0.00371385011111111,0.00432583142177991
138,2019-02-15 12:08:54,0.0044790224,0.00429470874724648
139,2019-02-15 12:08:55,0.003971814,0.00425740012744933
140,2019-02-15 12:08:56,0.00352736561904762,0.00428897890647844
141,2019-02-15 12:08:57,0.00457749165,0.00456830779234142
142,2019-02-15 12:08:58,0.00614021272222222,0.00483777231618889
143,2019-02-15 12:08:59,0.005026941,0.00486374839352044
144,2019-02-15 12:09:00,0.00527959807142857,0.00481135801143066
145,2019-02-15 12:09:01,0.00529240276470588,0.00472491710641915
146,2019-02-15 12:09:02,0.00438796883333333,0.00458741480750166
147,2019-02-15 12:09:03,0.00511241892307692,0.00442603720863732
148,2019-02-15 12:09:04,0.00375213744444444,0.00423848727651283
149,2019-02-15 12:09:05,0.00357496473684211,0.00416622974913624
150,2019-02-15 12:09:06,0.0043314193125,0.00423345702759315
151,2019-02-15 12:09:07,0.00434661231578947,0.0043211895997116
152,2019-02-15 12:09:08,0.00536684694117647,0.00433126316511512
153,2019-02-15 12:09:09,0.00378113055555556,0.00415959051013867
154,2019-02-15 12:09:10,0.00352145072222222,0.00400096321743161
155,2019-02-15 12:09:11,0.00327431535294118,0.00400824063573882
156,2019-02-15 12:09:12,0.0043267049,0.00418720398580355
157,2019-02-15 12:09:13,0.00517292911111111,0.0043617950891662
158,2019-02-15 12:09:14,0.004276013,0.00438009477601787
159,2019-02-15 12:09:15,0.00472932405263158,0.00436115573594768
160,2019-02-15 12:09:16,0.00476552152941176,0.00426937615222076
161,2019-02-15 12:09:17,0.00359662222222222,0.00409636626979361
162,2019-02-15 12:09:18,0.00441400083333333,0.00393992777545464
163,2019-02-15 12:09:19,0.00301279311764706,0.00375448471306889
164,2019-02-15 12:09:20,0.0030590552,0.00370305611269107
165,2019-02-15 12:09:21,0.0042606923125,0.00379089108476346
166,2019-02-15 12:09:22,0.00428730163157895,0.00380553373378971
167,2019-02-15 12:09:23,0.00330398416666667,0.00376459519512875
168,2019-02-15 12:09:24,0.003044552,0.00387272452246385
169,2019-02-15 12:09:25,0.00538427010526316,0.00414591480024847
170,2019-02-15 12:09:26,0.0043626706875,0.00420694958387489
171,2019-02-15 12:09:27,0.00398880347368421,0.00412230579711158
172,2019-02-15 12:09:28,0.00459800566666667,0.00410207252207646
173,2019-02-15 12:09:29,0.00398637777777778,0.00406381908774446
174,2019-02-15 12:09:30,0.00390361083333333,0.00403417353226556
175,2019-02-15 12:09:31,0.00415329227777778,0.00400370541201169
176,2019-02-15 12:09:32,0.00345841584210526,0.00397127488460344
177,2019-02-15 12:09:33,0.00436381015789474,0.00403690854993261
178,2019-02-15 12:09:34,0.004122895,0.00408232229398114
179,2019-02-15 12:09:35,0.00372170247368421,0.0041245514128152
180,2019-02-15 12:09:36,0.00532363052941176,0.00423799596564745
181,2019-02-15 12:09:37,0.00454841389473684,0.00417071004606415
182,2019-02-15 12:09:38,0.00313782572222222,0.00398543408400597
183,2019-02-15 12:09:39,0.003237992,0.00399796124650769
184,2019-02-15 12:09:40,0.004969993,0.00416041103271498
185,2019-02-15 12:09:41,0.00380090633333333,0.00426844239212695
186,2019-02-15 12:09:42,0.00536435635,0.00440833372252917
187,2019-02-15 12:09:43,0.00540273842105263,0.00443695888258256
188,2019-02-15 12:09:44,0.00433334729411765,0.00428993965641699
189,2019-02-15 12:09:45,0.00360169125,0.00415571791010338
190,2019-02-15 12:09:46,0.004211798125,0.00401558272338524
191,2019-02-15 12:09:47,0.00348301816666667,0.00383974187951199
192,2019-02-15 12:09:48,0.00345354747368421,0.0037865110373672
193,2019-02-15 12:09:49,0.00364103452941176,0.0038114698964588
194,2019-02-15 12:09:50,0.0042808632,0.00390172984532978
195,2019-02-15 12:09:51,0.0042029598125,0.00389537740112451
196,2019-02-15 12:09:52,0.00350688255555556,0.0037742277928285
197,2019-02-15 12:09:53,0.00322948975,0.00372706213661972
198,2019-02-15 12:09:54,0.00411569722222222,0.00379113016461917
199,2019-02-15 12:09:55,0.00408170822222222,0.00380350948895491
200,2019-02-15 12:09:56,0.0025803965625,0.00376789381736822
201,2019-02-15 12:09:57,0.00476169111764706,0.00388384921246116
202,2019-02-15 12:09:58,0.00439758116666667,0.00394074050497025
203,2019-02-15 12:09:59,0.00311382615384615,0.00391645248742939
204,2019-02-15 12:10:00,0.004520850125,0.0039328489793537
205,2019-02-15 12:10:01,0.00423029477777778,0.00387828986249006
206,2019-02-15 12:10:02,0.00342824583333333,0.00381109542533844
207,2019-02-15 12:10:03,0.00369159863157895,0.00387801491010908
208,2019-02-15 12:10:04,0.00410272061111111,0.00399916257004074
209,2019-02-15 12:10:05,0.00462179142857143,0.00408985387723647
210,2019-02-15 12:10:06,0.00390944363157895,0.0040409231933821
211,2019-02-15 12:10:07,0.00329916068421053,0.00397794426933666
212,2019-02-15 12:10:08,0.0038548433,0.00415544032921056
213,2019-02-15 12:10:09,0.00406901022222222,0.0045990856218535
214,2019-02-15 12:10:10,0.00851700205,0.00506011537451245
215,2019-02-15 12:10:11,0.00617244404761905,0.00503408668481241
216,2019-02-15 12:10:12,0.00411161311764706,0.00465476186132343
217,2019-02-15 12:10:13,0.00435762327777778,0.0043677326633592
218,2019-02-15 12:10:14,0.00495033989473684,0.0041459901850568
219,2019-02-15 12:10:15,0.00299127016666667,0.00393651329513383
220,2019-02-15 12:10:16,0.00387327676470588,0.00386796441009942
221,2019-02-15 12:10:17,0.00376328173684211,0.00386776700935273
222,2019-02-15 12:10:18,0.00421119989473684,0.00388172707488574
223,2019-02-15 12:10:19,0.00386995010526316,0.0038154087519283
224,2019-02-15 12:10:20,0.00353337088888889,0.00369018347546801
225,2019-02-15 12:10:21,0.00357863664705882,0.0036244701860337
226,2019-02-15 12:10:22,0.00380855894117647,0.00362336491774646
227,2019-02-15 12:10:23,0.00308813265,0.00365066086252151
228,2019-02-15 12:10:24,0.00405109411111111,0.00376934470507865
229,2019-02-15 12:10:25,0.00422559333333333,0.00389711710046009
230,2019-02-15 12:10:26,0.00430557805263158,0.00398440112200601
231,2019-02-15 12:10:27,0.00463209466666667,0.00402737165418783
232,2019-02-15 12:10:28,0.0044179415,0.00397492653603993
233,2019-02-15 12:10:29,0.00377904911111111,0.0038645432726411
234,2019-02-15 12:10:30,0.00364123461111111,0.00374515046010193
235,2019-02-15 12:10:31,0.0034767223,0.00366627838882189
236,2019-02-15 12:10:32,0.00421620466666667,0.00363937495804862
237,2019-02-15 12:10:33,0.00353688263157895,0.00352861792570948
238,2019-02-15 12:10:34,0.00293159778947368,0.00336504944024992
239,2019-02-15 12:10:35,0.00323185005263158,0.00326525094649227
240,2019-02-15 12:10:36,0.00246072671428571,0.00322416111205161
241,2019-02-15 12:10:37,0.00344504464705882,0.00330256270590502
242,2019-02-15 12:10:38,0.00325904677777778,0.00336308040908022
243,2019-02-15 12:10:39,0.00289866429411765,0.00348876780454739
244,2019-02-15 12:10:40,0.00401002472222222,0.00378738678678493
245,2019-02-15 12:10:41,0.00536710457894737,0.00406900850332363
246,2019-02-15 12:10:42,0.00460211005263158,0.00407662301851937
247,2019-02-15 12:10:43,0.00419149633333333,0.00383310468321123
248,2019-02-15 12:10:44,0.00290999233333333,0.00355927225231053
249,2019-02-15 12:10:45,0.003023809,0.00350043001209622
250,2019-02-15 12:10:46,0.0038385431,0.00355178013037513
251,2019-02-15 12:10:47,0.00368777064705882,0.00354214074569744
252,2019-02-15 12:10:48,0.00382392029411765,0.00347656661966984
253,2019-02-15 12:10:49,0.00307533247368421,0.00337280063755793
254,2019-02-15 12:10:50,0.00280111488888889,0.00334935028768499
255,2019-02-15 12:10:51,0.00369627265,0.00346794100591571
256,2019-02-15 12:10:52,0.00390000689473684,0.00355913235552333
257,2019-02-15 12:10:53,0.00311646563157895,0.0036358689253689
258,2019-02-15 12:10:54,0.00445946815789474,0.00378680176389657
259,2019-02-15 12:10:55,0.00427282905555556,0.00381524879221547
260,2019-02-15 12:10:56,0.00413790442105263,0.00375699940084324
261,2019-02-15 12:10:57,0.00408369063157895,0.00367571311934915
262,2019-02-15 12:10:58,0.00371012144444444,0.00354084813630204
263,2019-02-15 12:10:59,0.00333798355,0.00332161874718241
264,2019-02-15 12:11:00,0.0025473654375,0.00311543031981396
265,2019-02-15 12:11:01,0.00235048405555556,0.00304881649662869
266,2019-02-15 12:11:02,0.00359580576470588,0.00311878859494349
267,2019-02-15 12:11:03,0.00353948457142857,0.00313874178263871
268,2019-02-15 12:11:04,0.00252198295,0.00311189439805873
269,2019-02-15 12:11:05,0.00295392045,0.0032653479707747
270,2019-02-15 12:11:06,0.004724241,0.00343179018308108
271,2019-02-15 12:11:07,0.00366246747058824,0.00333605151758167
272,2019-02-15 12:11:08,0.00316829836842105,0.00314475328767554
273,2019-02-15 12:11:09,0.00366768941666667,0.0030081046748348
