"HR","Timestamp"
48,2019-08-05 12:04:36
78.5,2019-08-05 12:04:37
80,2019-08-05 12:04:38
76.75,2019-08-05 12:04:39
78.4,2019-08-05 12:04:40
86,2019-08-05 12:04:41
91.29,2019-08-05 12:04:42
95.62,2019-08-05 12:04:43
99.22,2019-08-05 12:04:44
102.2,2019-08-05 12:04:45
105.09,2019-08-05 12:04:46
107.58,2019-08-05 12:04:47
109.62,2019-08-05 12:04:48
111.29,2019-08-05 12:04:49
112.8,2019-08-05 12:04:50
113.25,2019-08-05 12:04:51
113.76,2019-08-05 12:04:52
115,2019-08-05 12:04:53
116,2019-08-05 12:04:54
116.85,2019-08-05 12:04:55
117.62,2019-08-05 12:04:56
118.36,2019-08-05 12:04:57
118.83,2019-08-05 12:04:58
118.58,2019-08-05 12:04:59
118.32,2019-08-05 12:05:00
118.08,2019-08-05 12:05:01
117.78,2019-08-05 12:05:02
117.29,2019-08-05 12:05:03
116.93,2019-08-05 12:05:04
116.57,2019-08-05 12:05:05
116.23,2019-08-05 12:05:06
115.88,2019-08-05 12:05:07
115.55,2019-08-05 12:05:08
115.26,2019-08-05 12:05:09
115,2019-08-05 12:05:10
114.75,2019-08-05 12:05:11
114.54,2019-08-05 12:05:12
113.89,2019-08-05 12:05:13
113.31,2019-08-05 12:05:14
112.6,2019-08-05 12:05:15
111.9,2019-08-05 12:05:16
111.31,2019-08-05 12:05:17
110.67,2019-08-05 12:05:18
110.36,2019-08-05 12:05:19
109.98,2019-08-05 12:05:20
109.57,2019-08-05 12:05:21
109,2019-08-05 12:05:22
108.46,2019-08-05 12:05:23
107.94,2019-08-05 12:05:24
107.36,2019-08-05 12:05:25
106.82,2019-08-05 12:05:26
106.27,2019-08-05 12:05:27
105.74,2019-08-05 12:05:28
105.24,2019-08-05 12:05:29
104.75,2019-08-05 12:05:30
104.3,2019-08-05 12:05:31
103.88,2019-08-05 12:05:32
103.38,2019-08-05 12:05:33
102.86,2019-08-05 12:05:34
102.35,2019-08-05 12:05:35
102.6,2019-08-05 12:05:36
101.78,2019-08-05 12:05:37
101.4,2019-08-05 12:05:38
101.27,2019-08-05 12:05:39
100.8,2019-08-05 12:05:40
99.7,2019-08-05 12:05:41
98.57,2019-08-05 12:05:42
97.42,2019-08-05 12:05:43
96.27,2019-08-05 12:05:44
95.12,2019-08-05 12:05:45
93.88,2019-08-05 12:05:46
92.63,2019-08-05 12:05:47
91.4,2019-08-05 12:05:48
90.18,2019-08-05 12:05:49
88.95,2019-08-05 12:05:50
87.92,2019-08-05 12:05:51
86.83,2019-08-05 12:05:52
85.5,2019-08-05 12:05:53
84.18,2019-08-05 12:05:54
82.9,2019-08-05 12:05:55
81.65,2019-08-05 12:05:56
80.22,2019-08-05 12:05:57
79.13,2019-08-05 12:05:58
78.25,2019-08-05 12:05:59
77.38,2019-08-05 12:06:00
76.52,2019-08-05 12:06:01
75.72,2019-08-05 12:06:02
74.95,2019-08-05 12:06:03
74.17,2019-08-05 12:06:04
73.35,2019-08-05 12:06:05
72.55,2019-08-05 12:06:06
71.8,2019-08-05 12:06:07
71.03,2019-08-05 12:06:08
70.27,2019-08-05 12:06:09
69.5,2019-08-05 12:06:10
68.75,2019-08-05 12:06:11
67.97,2019-08-05 12:06:12
67.48,2019-08-05 12:06:13
67.02,2019-08-05 12:06:14
66.63,2019-08-05 12:06:15
66.28,2019-08-05 12:06:16
65.88,2019-08-05 12:06:17
65.55,2019-08-05 12:06:18
65.02,2019-08-05 12:06:19
64.57,2019-08-05 12:06:20
64.22,2019-08-05 12:06:21
64.02,2019-08-05 12:06:22
63.8,2019-08-05 12:06:23
63.52,2019-08-05 12:06:24
63.3,2019-08-05 12:06:25
62.9,2019-08-05 12:06:26
62.53,2019-08-05 12:06:27
62.17,2019-08-05 12:06:28
61.78,2019-08-05 12:06:29
61.42,2019-08-05 12:06:30
61,2019-08-05 12:06:31
60.65,2019-08-05 12:06:32
60.37,2019-08-05 12:06:33
60.12,2019-08-05 12:06:34
59.85,2019-08-05 12:06:35
59.77,2019-08-05 12:06:36
59.7,2019-08-05 12:06:37
59.68,2019-08-05 12:06:38
59.62,2019-08-05 12:06:39
59.63,2019-08-05 12:06:40
59.6,2019-08-05 12:06:41
59.62,2019-08-05 12:06:42
