"HR","Timestamp"
83,2019-06-06 12:28:44
71.5,2019-06-06 12:28:45
65,2019-06-06 12:28:46
92.25,2019-06-06 12:28:47
84.2,2019-06-06 12:28:48
85.67,2019-06-06 12:28:49
86.57,2019-06-06 12:28:50
87.38,2019-06-06 12:28:51
87.67,2019-06-06 12:28:52
87.8,2019-06-06 12:28:53
88,2019-06-06 12:28:54
88.17,2019-06-06 12:28:55
88.46,2019-06-06 12:28:56
88.71,2019-06-06 12:28:57
88.93,2019-06-06 12:28:58
89.5,2019-06-06 12:28:59
89.94,2019-06-06 12:29:00
90.39,2019-06-06 12:29:01
90.68,2019-06-06 12:29:02
90.95,2019-06-06 12:29:03
91.14,2019-06-06 12:29:04
91.45,2019-06-06 12:29:05
92.04,2019-06-06 12:29:06
92.58,2019-06-06 12:29:07
93.12,2019-06-06 12:29:08
93.58,2019-06-06 12:29:09
93.96,2019-06-06 12:29:10
94.21,2019-06-06 12:29:11
94.38,2019-06-06 12:29:12
94.5,2019-06-06 12:29:13
94.58,2019-06-06 12:29:14
94.75,2019-06-06 12:29:15
95.03,2019-06-06 12:29:16
95.32,2019-06-06 12:29:17
95.6,2019-06-06 12:29:18
95.83,2019-06-06 12:29:19
96.05,2019-06-06 12:29:20
96.26,2019-06-06 12:29:21
96.31,2019-06-06 12:29:22
96.4,2019-06-06 12:29:23
96.46,2019-06-06 12:29:24
96.62,2019-06-06 12:29:25
96.47,2019-06-06 12:29:26
96.32,2019-06-06 12:29:27
96.18,2019-06-06 12:29:28
96.07,2019-06-06 12:29:29
95.98,2019-06-06 12:29:30
95.9,2019-06-06 12:29:31
95.9,2019-06-06 12:29:32
95.92,2019-06-06 12:29:33
95.94,2019-06-06 12:29:34
95.9,2019-06-06 12:29:35
96,2019-06-06 12:29:36
96.07,2019-06-06 12:29:37
96.15,2019-06-06 12:29:38
96.2,2019-06-06 12:29:39
96.19,2019-06-06 12:29:40
96.19,2019-06-06 12:29:41
96.15,2019-06-06 12:29:42
96.17,2019-06-06 12:29:43
96.38,2019-06-06 12:29:44
97.08,2019-06-06 12:29:45
97.9,2019-06-06 12:29:46
96.7,2019-06-06 12:29:47
97.53,2019-06-06 12:29:48
97.67,2019-06-06 12:29:49
97.77,2019-06-06 12:29:50
97.85,2019-06-06 12:29:51
97.98,2019-06-06 12:29:52
98.13,2019-06-06 12:29:53
98.23,2019-06-06 12:29:54
98.42,2019-06-06 12:29:55
98.52,2019-06-06 12:29:56
98.63,2019-06-06 12:29:57
98.7,2019-06-06 12:29:58
98.67,2019-06-06 12:29:59
98.6,2019-06-06 12:30:00
98.53,2019-06-06 12:30:01
98.45,2019-06-06 12:30:02
98.3,2019-06-06 12:30:03
98.18,2019-06-06 12:30:04
97.97,2019-06-06 12:30:05
97.62,2019-06-06 12:30:06
97.15,2019-06-06 12:30:07
96.68,2019-06-06 12:30:08
96.22,2019-06-06 12:30:09
95.78,2019-06-06 12:30:10
95.42,2019-06-06 12:30:11
95.12,2019-06-06 12:30:12
94.82,2019-06-06 12:30:13
94.57,2019-06-06 12:30:14
94.28,2019-06-06 12:30:15
93.98,2019-06-06 12:30:16
93.68,2019-06-06 12:30:17
93.4,2019-06-06 12:30:18
93.13,2019-06-06 12:30:19
92.87,2019-06-06 12:30:20
92.57,2019-06-06 12:30:21
92.35,2019-06-06 12:30:22
92.05,2019-06-06 12:30:23
91.78,2019-06-06 12:30:24
91.47,2019-06-06 12:30:25
91.47,2019-06-06 12:30:26
91.57,2019-06-06 12:30:27
91.63,2019-06-06 12:30:28
91.75,2019-06-06 12:30:29
91.83,2019-06-06 12:30:30
91.98,2019-06-06 12:30:31
92.03,2019-06-06 12:30:32
92.13,2019-06-06 12:30:33
92.22,2019-06-06 12:30:34
92.25,2019-06-06 12:30:35
92.13,2019-06-06 12:30:36
92.07,2019-06-06 12:30:37
92.03,2019-06-06 12:30:38
91.93,2019-06-06 12:30:39
91.93,2019-06-06 12:30:40
91.92,2019-06-06 12:30:41
91.9,2019-06-06 12:30:42
91.85,2019-06-06 12:30:43
91.77,2019-06-06 12:30:44
91.67,2019-06-06 12:30:45
91.55,2019-06-06 12:30:46
91.52,2019-06-06 12:30:47
91.47,2019-06-06 12:30:48
91.43,2019-06-06 12:30:49
91.4,2019-06-06 12:30:50
91.37,2019-06-06 12:30:51
91.28,2019-06-06 12:30:52
91.08,2019-06-06 12:30:53
90.92,2019-06-06 12:30:54
90.68,2019-06-06 12:30:55
90.5,2019-06-06 12:30:56
90.3,2019-06-06 12:30:57
90.15,2019-06-06 12:30:58
90,2019-06-06 12:30:59
89.92,2019-06-06 12:31:00
89.82,2019-06-06 12:31:01
89.8,2019-06-06 12:31:02
89.85,2019-06-06 12:31:03
89.88,2019-06-06 12:31:04
89.97,2019-06-06 12:31:05
90.1,2019-06-06 12:31:06
90.33,2019-06-06 12:31:07
90.6,2019-06-06 12:31:08
90.87,2019-06-06 12:31:09
91.13,2019-06-06 12:31:10
91.37,2019-06-06 12:31:11
91.63,2019-06-06 12:31:12
91.93,2019-06-06 12:31:13
92.2,2019-06-06 12:31:14
92.37,2019-06-06 12:31:15
92.43,2019-06-06 12:31:16
92.52,2019-06-06 12:31:17
92.55,2019-06-06 12:31:18
92.55,2019-06-06 12:31:19
92.55,2019-06-06 12:31:20
92.52,2019-06-06 12:31:21
92.43,2019-06-06 12:31:22
92.43,2019-06-06 12:31:23
92.42,2019-06-06 12:31:24
92.38,2019-06-06 12:31:25
92.23,2019-06-06 12:31:26
91.95,2019-06-06 12:31:27
91.68,2019-06-06 12:31:28
91.27,2019-06-06 12:31:29
90.9,2019-06-06 12:31:30
90.47,2019-06-06 12:31:31
90.07,2019-06-06 12:31:32
89.58,2019-06-06 12:31:33
89.08,2019-06-06 12:31:34
88.68,2019-06-06 12:31:35
88.3,2019-06-06 12:31:36
88.08,2019-06-06 12:31:37
87.82,2019-06-06 12:31:38
87.62,2019-06-06 12:31:39
87.37,2019-06-06 12:31:40
87.18,2019-06-06 12:31:41
87.03,2019-06-06 12:31:42
86.87,2019-06-06 12:31:43
86.8,2019-06-06 12:31:44
86.63,2019-06-06 12:31:45
86.5,2019-06-06 12:31:46
86.25,2019-06-06 12:31:47
85.95,2019-06-06 12:31:48
85.65,2019-06-06 12:31:49
85.42,2019-06-06 12:31:50
85.18,2019-06-06 12:31:51
85.02,2019-06-06 12:31:52
84.98,2019-06-06 12:31:53
84.97,2019-06-06 12:31:54
84.92,2019-06-06 12:31:55
84.87,2019-06-06 12:31:56
84.85,2019-06-06 12:31:57
84.85,2019-06-06 12:31:58
84.9,2019-06-06 12:31:59
84.93,2019-06-06 12:32:00
84.95,2019-06-06 12:32:01
84.93,2019-06-06 12:32:02
84.92,2019-06-06 12:32:03
84.88,2019-06-06 12:32:04
84.8,2019-06-06 12:32:05
84.75,2019-06-06 12:32:06
84.67,2019-06-06 12:32:07
84.53,2019-06-06 12:32:08
84.42,2019-06-06 12:32:09
84.33,2019-06-06 12:32:10
84.28,2019-06-06 12:32:11
84.17,2019-06-06 12:32:12
84.02,2019-06-06 12:32:13
83.82,2019-06-06 12:32:14
83.7,2019-06-06 12:32:15
83.65,2019-06-06 12:32:16
83.5,2019-06-06 12:32:17
83.4,2019-06-06 12:32:18
83.33,2019-06-06 12:32:19
83.3,2019-06-06 12:32:20
83.37,2019-06-06 12:32:21
83.5,2019-06-06 12:32:22
83.6,2019-06-06 12:32:23
83.65,2019-06-06 12:32:24
83.68,2019-06-06 12:32:25
83.7,2019-06-06 12:32:26
83.75,2019-06-06 12:32:27
83.67,2019-06-06 12:32:28
83.7,2019-06-06 12:32:29
83.72,2019-06-06 12:32:30
83.55,2019-06-06 12:32:31
83.38,2019-06-06 12:32:32
83.23,2019-06-06 12:32:33
83.15,2019-06-06 12:32:34
83.1,2019-06-06 12:32:35
82.97,2019-06-06 12:32:36
82.63,2019-06-06 12:32:37
82.3,2019-06-06 12:32:38
81.98,2019-06-06 12:32:39
81.78,2019-06-06 12:32:40
81.58,2019-06-06 12:32:41
81.38,2019-06-06 12:32:42
81.15,2019-06-06 12:32:43
80.9,2019-06-06 12:32:44
80.65,2019-06-06 12:32:45
80.35,2019-06-06 12:32:46
80.05,2019-06-06 12:32:47
79.82,2019-06-06 12:32:48
79.63,2019-06-06 12:32:49
79.52,2019-06-06 12:32:50
79.48,2019-06-06 12:32:51
79.45,2019-06-06 12:32:52
79.42,2019-06-06 12:32:53
79.33,2019-06-06 12:32:54
79.25,2019-06-06 12:32:55
79.17,2019-06-06 12:32:56
78.98,2019-06-06 12:32:57
78.8,2019-06-06 12:32:58
78.73,2019-06-06 12:32:59
78.5,2019-06-06 12:33:00
78.25,2019-06-06 12:33:01
78.02,2019-06-06 12:33:02
77.78,2019-06-06 12:33:03
77.55,2019-06-06 12:33:04
77.37,2019-06-06 12:33:05
77.12,2019-06-06 12:33:06
76.88,2019-06-06 12:33:07
76.65,2019-06-06 12:33:08
76.48,2019-06-06 12:33:09
76.25,2019-06-06 12:33:10
76,2019-06-06 12:33:11
75.75,2019-06-06 12:33:12
75.52,2019-06-06 12:33:13
75.33,2019-06-06 12:33:14
75.17,2019-06-06 12:33:15
74.98,2019-06-06 12:33:16
74.87,2019-06-06 12:33:17
74.73,2019-06-06 12:33:18
74.6,2019-06-06 12:33:19
74.43,2019-06-06 12:33:20
74.23,2019-06-06 12:33:21
74.03,2019-06-06 12:33:22
73.83,2019-06-06 12:33:23
73.68,2019-06-06 12:33:24
73.55,2019-06-06 12:33:25
73.45,2019-06-06 12:33:26
73.35,2019-06-06 12:33:27
73.4,2019-06-06 12:33:28
73.43,2019-06-06 12:33:29
73.45,2019-06-06 12:33:30
73.65,2019-06-06 12:33:31
73.85,2019-06-06 12:33:32
74.05,2019-06-06 12:33:33
74.22,2019-06-06 12:33:34
74.35,2019-06-06 12:33:35
74.58,2019-06-06 12:33:36
74.82,2019-06-06 12:33:37
75.07,2019-06-06 12:33:38
75.32,2019-06-06 12:33:39
75.45,2019-06-06 12:33:40
75.53,2019-06-06 12:33:41
75.62,2019-06-06 12:33:42
75.73,2019-06-06 12:33:43
75.82,2019-06-06 12:33:44
75.9,2019-06-06 12:33:45
76.03,2019-06-06 12:33:46
76.18,2019-06-06 12:33:47
76.33,2019-06-06 12:33:48
76.43,2019-06-06 12:33:49
76.45,2019-06-06 12:33:50
76.4,2019-06-06 12:33:51
76.35,2019-06-06 12:33:52
76.28,2019-06-06 12:33:53
76.27,2019-06-06 12:33:54
76.27,2019-06-06 12:33:55
76.28,2019-06-06 12:33:56
76.37,2019-06-06 12:33:57
76.42,2019-06-06 12:33:58
76.3,2019-06-06 12:33:59
76.33,2019-06-06 12:34:00
76.4,2019-06-06 12:34:01
76.45,2019-06-06 12:34:02
76.5,2019-06-06 12:34:03
76.58,2019-06-06 12:34:04
76.67,2019-06-06 12:34:05
76.77,2019-06-06 12:34:06
76.9,2019-06-06 12:34:07
77.02,2019-06-06 12:34:08
77.05,2019-06-06 12:34:09
77.1,2019-06-06 12:34:10
77.13,2019-06-06 12:34:11
77.17,2019-06-06 12:34:12
77.17,2019-06-06 12:34:13
77.17,2019-06-06 12:34:14
77.13,2019-06-06 12:34:15
77.1,2019-06-06 12:34:16
77.07,2019-06-06 12:34:17
77.03,2019-06-06 12:34:18
77,2019-06-06 12:34:19
76.97,2019-06-06 12:34:20
76.92,2019-06-06 12:34:21
76.87,2019-06-06 12:34:22
76.82,2019-06-06 12:34:23
76.77,2019-06-06 12:34:24
76.73,2019-06-06 12:34:25
76.72,2019-06-06 12:34:26
76.7,2019-06-06 12:34:27
76.68,2019-06-06 12:34:28
76.65,2019-06-06 12:34:29
76.62,2019-06-06 12:34:30
76.57,2019-06-06 12:34:31
76.5,2019-06-06 12:34:32
76.42,2019-06-06 12:34:33
76.33,2019-06-06 12:34:34
76.28,2019-06-06 12:34:35
76.25,2019-06-06 12:34:36
76.23,2019-06-06 12:34:37
76.22,2019-06-06 12:34:38
76.22,2019-06-06 12:34:39
76.22,2019-06-06 12:34:40
76.2,2019-06-06 12:34:41
76.18,2019-06-06 12:34:42
76.15,2019-06-06 12:34:43
76.12,2019-06-06 12:34:44
76.1,2019-06-06 12:34:45
76.08,2019-06-06 12:34:46
76.07,2019-06-06 12:34:47
76.05,2019-06-06 12:34:48
76.03,2019-06-06 12:34:49
76.03,2019-06-06 12:34:50
76.03,2019-06-06 12:34:51
76.03,2019-06-06 12:34:52
76.07,2019-06-06 12:34:53
76.12,2019-06-06 12:34:54
76.18,2019-06-06 12:34:55
76.25,2019-06-06 12:34:56
76.35,2019-06-06 12:34:57
76.52,2019-06-06 12:34:58
76.68,2019-06-06 12:34:59
76.88,2019-06-06 12:35:00
77.1,2019-06-06 12:35:01
77.3,2019-06-06 12:35:02
77.48,2019-06-06 12:35:03
