"HR","Timestamp"
61,2019-10-14 09:07:15
61.5,2019-10-14 09:07:16
61.33,2019-10-14 09:07:17
58.25,2019-10-14 09:07:18
68.4,2019-10-14 09:07:19
70.83,2019-10-14 09:07:20
72.71,2019-10-14 09:07:21
74,2019-10-14 09:07:22
75,2019-10-14 09:07:23
75.8,2019-10-14 09:07:24
76.45,2019-10-14 09:07:25
77.17,2019-10-14 09:07:26
77.77,2019-10-14 09:07:27
78.43,2019-10-14 09:07:28
79,2019-10-14 09:07:29
79.69,2019-10-14 09:07:30
80.29,2019-10-14 09:07:31
80.83,2019-10-14 09:07:32
81.42,2019-10-14 09:07:33
81.9,2019-10-14 09:07:34
82.29,2019-10-14 09:07:35
82.68,2019-10-14 09:07:36
82.96,2019-10-14 09:07:37
83.08,2019-10-14 09:07:38
83.16,2019-10-14 09:07:39
82.65,2019-10-14 09:07:40
82.11,2019-10-14 09:07:41
81.64,2019-10-14 09:07:42
81.24,2019-10-14 09:07:43
80.87,2019-10-14 09:07:44
80.84,2019-10-14 09:07:45
80.72,2019-10-14 09:07:46
80.64,2019-10-14 09:07:47
80.56,2019-10-14 09:07:48
80.46,2019-10-14 09:07:49
80.36,2019-10-14 09:07:50
80.27,2019-10-14 09:07:51
80.16,2019-10-14 09:07:52
80.1,2019-10-14 09:07:53
80.05,2019-10-14 09:07:54
80,2019-10-14 09:07:55
79.93,2019-10-14 09:07:56
79.81,2019-10-14 09:07:57
79.68,2019-10-14 09:07:58
79.56,2019-10-14 09:07:59
79.46,2019-10-14 09:08:00
79.3,2019-10-14 09:08:01
79.12,2019-10-14 09:08:02
78.96,2019-10-14 09:08:03
78.82,2019-10-14 09:08:04
78.69,2019-10-14 09:08:05
78.56,2019-10-14 09:08:06
78.4,2019-10-14 09:08:07
78.19,2019-10-14 09:08:08
77.96,2019-10-14 09:08:09
77.75,2019-10-14 09:08:10
77.54,2019-10-14 09:08:11
77.59,2019-10-14 09:08:12
77.63,2019-10-14 09:08:13
77.68,2019-10-14 09:08:14
78,2019-10-14 09:08:15
