"Timestamp","Application"
2019-05-29 11:24:06,"chrome"
2019-05-29 11:24:18,"Acrobat"
2019-05-29 11:47:41,"Idle"
2019-05-29 11:47:42,"chrome"
2019-05-29 11:49:34,"explorer"
2019-05-29 11:49:35,"ShellExperienceHost"
2019-05-29 11:49:38,"explorer"
2019-05-29 11:50:08,"chrome"
2019-05-29 11:50:09,"Acrobat"
2019-05-29 11:55:14,"chrome"
2019-05-29 11:55:56,"Acrobat"
2019-05-29 11:59:27,"chrome"
2019-05-29 11:59:47,"Idle"
2019-05-29 11:59:48,"LockApp"
2019-05-29 12:14:05,"Idle"
2019-05-29 12:14:28,"chrome"
2019-05-29 12:40:17,"Acrobat"
2019-05-29 12:40:19,"chrome"
2019-05-29 12:40:20,"Acrobat"
2019-05-29 12:40:22,"chrome"
2019-05-29 12:40:25,"Acrobat"
2019-05-29 13:12:05,"chrome"
2019-05-29 13:12:22,"Acrobat"
2019-05-29 13:12:27,"LockApp"
2019-05-29 14:46:07,"Idle"
2019-05-29 14:46:28,"Acrobat"
2019-05-29 14:46:47,"explorer"
2019-05-29 14:46:53,"chrome"
2019-05-29 15:18:05,"explorer"
2019-05-29 15:18:16,"EXCEL"
2019-05-29 15:22:54,"chrome"
2019-05-29 15:23:10,"explorer"
2019-05-29 15:23:12,"EXCEL"
2019-05-29 15:23:17,"explorer"
2019-05-29 15:23:23,"EXCEL"
2019-05-29 15:23:26,"explorer"
2019-05-29 15:23:27,"ShellExperienceHost"
2019-05-29 15:23:30,"EXCEL"
2019-05-29 16:00:13,"explorer"
2019-05-29 16:00:14,"EXCEL"
2019-05-29 16:00:16,"explorer"
2019-05-29 16:00:17,"EXCEL"
2019-05-29 16:11:54,"LockApp"
2019-05-29 16:32:33,"Idle"
2019-05-29 16:32:56,"EXCEL"
2019-05-29 16:32:59,"chrome"
2019-05-29 16:33:12,"explorer"
2019-05-29 16:33:13,"Idle"
2019-05-29 16:33:15,"EXCEL"
2019-05-29 16:33:19,"explorer"
2019-05-29 16:36:08,"EXCEL"
2019-05-29 17:14:09,"Idle"
2019-05-29 17:16:16,"LockApp"
2019-05-29 17:16:22,"Idle"
2019-05-29 17:17:16,"explorer"
2019-05-29 17:17:17,"EXCEL"
2019-05-29 17:17:22,"explorer"
2019-05-29 17:18:18,"chrome"
2019-05-29 17:23:14,"explorer"
2019-05-29 17:27:22,"devenv"
2019-05-29 17:27:28,"explorer"
2019-05-29 17:42:31,"Idle"
2019-05-29 17:47:52,"LockApp"
2019-05-29 17:47:58,"Idle"
2019-05-29 17:48:19,"explorer"
2019-05-29 17:48:57,"devenv"
2019-05-30 14:03:12,"MonitorTool"
2019-05-30 14:03:51,"devenv"
2019-05-30 14:03:53,"explorer"
2019-05-30 14:04:10,"chrome"
2019-05-30 14:05:52,"explorer"
2019-05-30 14:05:59,"chrome"
2019-05-30 14:13:28,"SearchUI"
2019-05-30 14:13:43,"explorer"
2019-05-30 14:14:27,"chrome"
2019-05-30 14:17:24,"explorer"
2019-05-30 14:17:29,"chrome"
2019-05-30 14:17:54,"explorer"
2019-05-30 14:18:04,"SearchUI"
2019-05-30 14:18:10,"explorer"
2019-05-30 14:18:11,"EXCEL"
2019-05-30 14:19:04,"explorer"
2019-05-30 14:19:05,"chrome"
2019-05-30 14:19:10,"explorer"
2019-05-30 14:19:11,"EXCEL"
2019-05-30 14:22:48,"explorer"
2019-05-30 14:22:49,"SearchUI"
2019-05-30 14:23:03,"explorer"
2019-05-30 14:23:05,"EXCEL"
2019-05-30 14:23:12,"explorer"
2019-05-30 14:23:13,"EXCEL"
2019-05-30 14:23:15,"explorer"
2019-05-30 14:23:16,"EXCEL"
2019-05-30 14:23:54,"explorer"
2019-05-30 14:23:56,"EXCEL"
2019-05-30 14:24:00,"chrome"
2019-05-30 14:28:50,"EXCEL"
2019-05-30 14:28:59,"explorer"
2019-05-30 14:29:05,"EXCEL"
2019-05-30 14:29:48,"explorer"
2019-05-30 14:29:51,"EXCEL"
2019-05-30 14:30:10,"explorer"
2019-05-30 14:30:11,"EXCEL"
2019-05-30 14:33:06,"explorer"
2019-05-30 14:33:10,"EXCEL"
2019-05-30 14:33:21,"explorer"
2019-05-30 14:33:25,"EXCEL"
2019-05-30 14:34:31,"chrome"
2019-05-30 14:40:35,"EXCEL"
2019-05-30 14:40:39,"explorer"
2019-05-30 14:40:43,"EXCEL"
2019-05-30 14:40:44,"explorer"
2019-05-30 14:40:45,"EXCEL"
2019-05-30 14:40:50,"Idle"
2019-05-30 14:40:51,"EXCEL"
2019-05-30 14:41:10,"Idle"
2019-05-30 14:41:11,"explorer"
2019-05-30 14:41:12,"EXCEL"
2019-05-30 14:41:14,"Idle"
2019-05-30 14:41:15,"explorer"
2019-05-30 14:41:16,"EXCEL"
2019-05-30 14:41:17,"explorer"
2019-05-30 14:41:18,"EXCEL"
2019-05-30 14:41:22,"explorer"
2019-05-30 14:41:23,"EXCEL"
2019-05-30 14:41:38,"explorer"
2019-05-30 14:41:41,"EXCEL"
2019-05-30 14:41:49,"explorer"
2019-05-30 14:41:52,"EXCEL"
2019-05-30 15:03:23,"chrome"
2019-05-30 15:03:58,"EXCEL"
2019-05-30 15:12:14,"Idle"
2019-05-30 15:12:15,"chrome"
2019-05-30 15:13:28,"explorer"
2019-05-30 15:13:29,"EXCEL"
2019-05-30 15:13:30,"Idle"
2019-05-30 15:13:31,"EXCEL"
2019-05-30 15:26:47,"Idle"
2019-05-30 15:26:48,"explorer"
2019-05-30 15:27:32,"SearchUI"
2019-05-30 15:42:33,"Idle"
2019-05-30 15:42:54,"LockApp"
2019-05-30 15:43:01,"Idle"
2019-05-30 15:43:54,"SearchUI"
2019-05-30 15:43:57,"EXCEL"
2019-05-30 15:43:58,"chrome"
2019-05-30 15:46:25,"EXCEL"
2019-05-30 15:47:26,"Idle"
2019-05-30 15:47:27,"explorer"
2019-05-30 15:47:29,"EXCEL"
2019-05-30 15:48:14,"explorer"
2019-05-30 15:48:17,"EXCEL"
2019-05-30 15:51:07,"Idle"
2019-05-30 15:51:08,"explorer"
2019-05-30 15:51:10,"EXCEL"
2019-05-30 15:51:15,"explorer"
2019-05-30 15:51:17,"EXCEL"
2019-05-30 15:58:57,"explorer"
2019-05-30 15:58:58,"EXCEL"
2019-05-30 15:59:09,"explorer"
2019-05-30 15:59:11,"EXCEL"
2019-05-30 16:06:17,"explorer"
2019-05-30 16:06:19,"EXCEL"
2019-05-30 16:06:34,"explorer"
2019-05-30 16:06:37,"EXCEL"
2019-05-30 16:10:42,"explorer"
2019-05-30 16:10:44,"EXCEL"
2019-05-30 16:12:07,"explorer"
2019-05-30 16:12:08,"EXCEL"
2019-05-30 16:12:09,"explorer"
2019-05-30 16:12:10,"EXCEL"
2019-05-30 16:13:46,"explorer"
2019-05-30 16:13:47,"EXCEL"
2019-05-30 16:14:36,"explorer"
2019-05-30 16:14:39,"EXCEL"
2019-05-30 16:14:55,"explorer"
2019-05-30 16:14:59,"Idle"
2019-05-30 16:15:00,"explorer"
2019-05-30 16:15:01,"EXCEL"
2019-05-30 16:19:55,"explorer"
2019-05-30 16:19:56,"EXCEL"
2019-05-30 16:20:33,"explorer"
2019-05-30 16:20:34,"EXCEL"
2019-05-30 16:24:33,"explorer"
2019-05-30 16:24:34,"EXCEL"
2019-05-30 16:26:47,"explorer"
2019-05-30 16:26:48,"Idle"
2019-05-30 16:26:49,"chrome"
2019-05-30 16:33:12,"EXCEL"
2019-05-31 12:49:58,"MonitorTool"
2019-05-31 12:50:10,"devenv"
2019-05-31 12:50:12,"explorer"
2019-05-31 13:02:27,"chrome"
2019-05-31 13:20:02,"explorer"
2019-05-31 13:20:07,"Acrobat"
2019-05-31 13:26:28,"chrome"
2019-05-31 13:28:22,"Acrobat"
2019-05-31 13:50:00,"chrome"
2019-05-31 13:50:59,"Acrobat"
2019-05-31 13:51:09,"chrome"
2019-05-31 13:51:12,"Acrobat"
2019-05-31 13:51:24,"chrome"
2019-05-31 13:51:25,"Acrobat"
2019-05-31 13:51:40,"chrome"
2019-05-31 13:51:48,"Acrobat"
2019-05-31 13:59:19,"chrome"
2019-05-31 13:59:37,"Idle"
2019-05-31 13:59:38,"Acrobat"
2019-05-31 14:03:51,"chrome"
2019-05-31 14:06:43,"Acrobat"
2019-05-31 14:06:59,"explorer"
2019-05-31 14:07:15,"EXCEL"
2019-05-31 14:09:34,"explorer"
2019-05-31 14:09:40,"EXCEL"
2019-05-31 14:10:21,"Acrobat"
2019-05-31 14:10:22,"EXCEL"
2019-05-31 14:10:24,"explorer"
2019-05-31 14:10:27,"EXCEL"
2019-05-31 14:25:29,"explorer"
2019-05-31 14:25:53,"WINWORD"
2019-05-31 14:25:57,"explorer"
2019-05-31 14:26:40,"Acrobat"
2019-05-31 14:35:43,"explorer"
2019-05-31 14:35:46,"Idle"
2019-05-31 14:35:47,"LockApp"
2019-05-31 14:59:16,"Idle"
2019-05-31 15:00:04,"explorer"
2019-05-31 15:00:07,"Acrobat"
2019-05-31 15:03:58,"EXCEL"
2019-05-31 15:05:49,"explorer"
2019-05-31 15:05:51,"EXCEL"
2019-05-31 15:06:02,"explorer"
2019-05-31 15:06:05,"EXCEL"
2019-05-31 15:06:34,"explorer"
2019-05-31 15:06:42,"EXCEL"
2019-05-31 15:09:31,"explorer"
2019-05-31 15:09:32,"EXCEL"
2019-05-31 15:11:41,"explorer"
2019-05-31 15:11:43,"EXCEL"
2019-05-31 15:11:49,"explorer"
2019-05-31 15:11:50,"EXCEL"
2019-05-31 15:12:08,"explorer"
2019-05-31 15:12:09,"EXCEL"
2019-05-31 15:13:19,"explorer"
2019-05-31 15:13:20,"EXCEL"
2019-05-31 15:19:21,"explorer"
2019-05-31 15:19:22,"EXCEL"
2019-05-31 15:25:29,"chrome"
2019-05-31 15:25:31,"Idle"
2019-05-31 15:25:32,"Acrobat"
2019-05-31 15:32:33,"chrome"
2019-05-31 15:39:55,"Acrobat"
2019-05-31 16:01:15,"EXCEL"
2019-05-31 16:02:30,"explorer"
2019-05-31 16:03:04,"EXCEL"
2019-05-31 16:26:38,"explorer"
2019-05-31 16:26:50,"POWERPNT"
2019-05-31 16:30:57,"explorer"
2019-05-31 16:31:01,"EXCEL"
2019-05-31 16:31:03,"explorer"
2019-05-31 16:31:05,"Acrobat"
2019-05-31 16:38:01,"LockApp"
2019-05-31 16:57:30,"Idle"
2019-05-31 16:57:59,"Acrobat"
2019-05-31 17:12:19,"Idle"
2019-05-31 17:12:20,"chrome"
2019-05-31 17:14:54,"Acrobat"
2019-05-31 17:20:10,"chrome"
2019-05-31 17:25:32,"explorer"
2019-05-31 17:25:33,"Acrobat"
2019-05-31 17:25:35,"explorer"
2019-05-31 17:25:39,"ShellExperienceHost"
2019-05-31 17:25:40,"EXCEL"
2019-05-31 17:25:42,"explorer"
2019-05-31 17:25:43,"Idle"
2019-05-31 17:25:45,"explorer"
2019-05-31 17:48:33,"Idle"
2019-05-31 17:51:22,"LockApp"
2019-05-31 17:51:33,"Idle"
2019-05-31 17:51:53,"explorer"
2019-05-31 17:52:00,"devenv"
