Frame#,Time,Timestamp,ROI,Breathing
1,0.0528599,Thu May 30 14:23:45.906 2019,31.03337,-1
2,0.0917551,Thu May 30 14:23:45.945 2019,31.04592,-1
3,0.1496023,Thu May 30 14:23:46.002 2019,31.01424,-1
4,0.2044536,Thu May 30 14:23:46.057 2019,30.97196,-1
5,0.2573132,Thu May 30 14:23:46.110 2019,30.89998,-1
7,0.3321129,Thu May 30 14:23:46.185 2019,31.03634,-1
8,0.3919523,Thu May 30 14:23:46.245 2019,30.96652,-1
10,0.4637609,Thu May 30 14:23:46.317 2019,30.98203,-1
12,0.5555156,Thu May 30 14:23:46.408 2019,30.96604,-1
13,0.6103685,Thu May 30 14:23:46.463 2019,30.97463,-1
14,0.7031202,Thu May 30 14:23:46.556 2019,30.97259,-1
15,0.7699409,Thu May 30 14:23:46.623 2019,30.98355,-1
16,0.8676799,Thu May 30 14:23:46.720 2019,31.00972,-1
17,1.095071,Thu May 30 14:23:46.948 2019,30.9992,-1
18,1.18882,Thu May 30 14:23:47.042 2019,30.96975,-1
19,1.325455,Thu May 30 14:23:47.178 2019,30.7971,-1
20,1.404245,Thu May 30 14:23:47.257 2019,30.76263,-1
21,1.515946,Thu May 30 14:23:47.369 2019,30.78185,-1
22,1.592741,Thu May 30 14:23:47.446 2019,30.81451,-1
23,1.646596,Thu May 30 14:23:47.499 2019,30.85171,-1
24,1.699455,Thu May 30 14:23:47.552 2019,30.8334,-1
25,1.754308,Thu May 30 14:23:47.607 2019,30.84389,-1
26,1.815146,Thu May 30 14:23:47.668 2019,30.84495,-1
27,1.856037,Thu May 30 14:23:47.709 2019,30.8783,-1
28,1.898937,Thu May 30 14:23:47.752 2019,30.8634,-1
29,1.950783,Thu May 30 14:23:47.804 2019,30.85767,-1
30,1.989679,Thu May 30 14:23:47.842 2019,30.83934,-1
31,2.032565,Thu May 30 14:23:47.885 2019,30.8299,-1
32,2.082435,Thu May 30 14:23:47.935 2019,30.82533,-1
33,2.133296,Thu May 30 14:23:47.986 2019,30.81474,-1
34,2.188148,Thu May 30 14:23:48.041 2019,30.81417,-1
35,2.244996,Thu May 30 14:23:48.098 2019,30.80838,-1
36,2.285886,Thu May 30 14:23:48.139 2019,30.816,-1
