Session,StartTime,startTimestamp,EndTime,EndTimestamp,Comment
Session 1,10.01273,Tue Feb 26 13:09:26.443 2019,434.312,Tue Feb 26 13:13:26.743 2019,"Subject was thinking at begining
So, we waited 3min(01.06.26-01.09.26)"
