Frame#,Time,Timestamp,ROI,Breathing
0,0,Mon Jan 06 08:02:37.523 2020,30.5498,-1
2,0.122672,Mon Jan 06 08:02:37.645 2020,30.54393,-1
3,0.1805172,Mon Jan 06 08:02:37.703 2020,30.54287,-1
4,0.2279021,Mon Jan 06 08:02:37.751 2020,30.54435,-1
5,0.2747774,Mon Jan 06 08:02:37.797 2020,30.54748,-1
6,0.3206544,Mon Jan 06 08:02:37.843 2020,30.55375,-1
7,0.3705206,Mon Jan 06 08:02:37.893 2020,30.55669,-1
8,0.4154013,Mon Jan 06 08:02:37.938 2020,30.5748,-1
9,0.4602815,Mon Jan 06 08:02:37.983 2020,30.59,-1
10,0.5179494,Mon Jan 06 08:02:38.041 2020,30.63302,-1
11,0.5857684,Mon Jan 06 08:02:38.108 2020,30.64294,-1
12,0.6286537,Mon Jan 06 08:02:38.151 2020,30.64656,-1
13,0.695474,Mon Jan 06 08:02:38.218 2020,30.6583,-1
14,0.9507915,Mon Jan 06 08:02:38.473 2020,30.64992,-1
16,1.152253,Mon Jan 06 08:02:38.675 2020,30.65081,-1
18,1.3966,Mon Jan 06 08:02:38.919 2020,30.64494,-1
20,1.603048,Mon Jan 06 08:02:39.126 2020,30.63925,-1
22,1.722728,Mon Jan 06 08:02:39.245 2020,30.64426,-1
23,1.791548,Mon Jan 06 08:02:39.314 2020,30.64795,-1
24,1.865346,Mon Jan 06 08:02:39.388 2020,30.64793,-1
25,1.935159,Mon Jan 06 08:02:39.458 2020,30.65693,-1
26,1.986023,Mon Jan 06 08:02:39.509 2020,30.67419,-1
27,2.049852,Mon Jan 06 08:02:39.573 2020,30.6907,-1
28,2.113682,Mon Jan 06 08:02:39.636 2020,30.69378,-1
29,2.165544,Mon Jan 06 08:02:39.688 2020,30.71129,-1
30,2.220397,Mon Jan 06 08:02:39.743 2020,30.71172,-1
31,2.267272,Mon Jan 06 08:02:39.790 2020,30.70758,-1
32,2.317138,Mon Jan 06 08:02:39.840 2020,30.71112,-1
33,2.367005,Mon Jan 06 08:02:39.890 2020,30.70685,-1
34,2.430834,Mon Jan 06 08:02:39.954 2020,30.71003,-1
35,2.487682,Mon Jan 06 08:02:40.010 2020,30.70453,-1
36,2.536551,Mon Jan 06 08:02:40.059 2020,30.70278,-1
37,2.588413,Mon Jan 06 08:02:40.111 2020,30.69433,-1
38,2.653239,Mon Jan 06 08:02:40.176 2020,30.69841,-1
39,2.694131,Mon Jan 06 08:02:40.217 2020,30.68743,-1
40,2.753969,Mon Jan 06 08:02:40.277 2020,30.68147,-1
41,2.794861,Mon Jan 06 08:02:40.318 2020,30.67675,-1
42,2.837746,Mon Jan 06 08:02:40.360 2020,30.67065,-1
43,2.918534,Mon Jan 06 08:02:40.441 2020,30.67301,-1
44,3.0043,Mon Jan 06 08:02:40.527 2020,30.66766,-1
45,3.067132,Mon Jan 06 08:02:40.590 2020,30.67393,-1
46,3.132956,Mon Jan 06 08:02:40.656 2020,30.66455,-1
47,3.218727,Mon Jan 06 08:02:40.741 2020,30.62788,-1
48,3.289537,Mon Jan 06 08:02:40.812 2020,30.62146,-1
49,3.360349,Mon Jan 06 08:02:40.883 2020,30.62003,-1
50,3.400241,Mon Jan 06 08:02:40.923 2020,30.62249,-1
51,3.461079,Mon Jan 06 08:02:40.984 2020,30.61136,-1
52,3.528898,Mon Jan 06 08:02:41.052 2020,30.60952,-1
53,3.588737,Mon Jan 06 08:02:41.111 2020,30.61757,-1
54,3.670518,Mon Jan 06 08:02:41.193 2020,30.63544,-1
55,3.735345,Mon Jan 06 08:02:41.258 2020,30.6411,-1
56,3.791196,Mon Jan 06 08:02:41.314 2020,30.63245,-1
57,3.844054,Mon Jan 06 08:02:41.367 2020,30.63202,-1
58,3.898907,Mon Jan 06 08:02:41.422 2020,30.62821,-1
59,3.956753,Mon Jan 06 08:02:41.479 2020,30.62984,-1
60,4.031553,Mon Jan 06 08:02:41.554 2020,30.6361,-1
61,4.090396,Mon Jan 06 08:02:41.613 2020,30.64807,-1
62,4.157217,Mon Jan 06 08:02:41.680 2020,30.67645,-1
63,4.218055,Mon Jan 06 08:02:41.741 2020,30.68744,-1
