Timestamp,Activity,Details
Fri May 31 14:03:52.522 2019,MouseMove,
Fri May 31 14:03:52.532 2019,MouseMove,
Fri May 31 14:03:52.535 2019,MouseMove,
Fri May 31 14:03:52.546 2019,MouseMove,
Fri May 31 14:03:52.551 2019,MouseMove,
Fri May 31 14:03:52.562 2019,MouseMove,
Fri May 31 14:03:52.571 2019,MouseMove,
Fri May 31 14:03:52.575 2019,MouseMove,
Fri May 31 14:03:52.585 2019,MouseMove,
Fri May 31 14:03:52.591 2019,MouseMove,
Fri May 31 14:03:52.602 2019,MouseMove,
Fri May 31 14:03:52.612 2019,MouseMove,
Fri May 31 14:03:52.615 2019,MouseMove,
Fri May 31 14:03:52.628 2019,MouseMove,
Fri May 31 14:03:52.631 2019,MouseMove,
Fri May 31 14:03:52.642 2019,MouseMove,
Fri May 31 14:03:52.648 2019,MouseMove,
Fri May 31 14:03:52.658 2019,MouseMove,
Fri May 31 14:03:52.668 2019,MouseMove,
Fri May 31 14:03:52.671 2019,MouseMove,
Fri May 31 14:03:52.681 2019,MouseMove,
Fri May 31 14:03:52.688 2019,MouseMove,
Fri May 31 14:03:52.698 2019,MouseMove,
Fri May 31 14:03:52.708 2019,MouseMove,
Fri May 31 14:03:52.712 2019,MouseMove,
Fri May 31 14:03:52.722 2019,MouseMove,
Fri May 31 14:03:52.728 2019,MouseMove,
Fri May 31 14:03:52.738 2019,MouseMove,
Fri May 31 14:03:52.741 2019,MouseMove,
Fri May 31 14:03:52.754 2019,MouseMove,
Fri May 31 14:03:52.764 2019,MouseMove,
Fri May 31 14:03:52.767 2019,MouseMove,
Fri May 31 14:03:52.777 2019,MouseMove,
Fri May 31 14:03:52.783 2019,MouseMove,
Fri May 31 14:03:52.793 2019,MouseMove,
Fri May 31 14:03:52.837 2019,MouseMove,
Fri May 31 14:03:52.848 2019,MouseMove,
Fri May 31 14:03:52.854 2019,MouseMove,
Fri May 31 14:03:53.026 2019,MouseClick,Left
Fri May 31 14:03:53.242 2019,MouseMove,
Fri May 31 14:03:53.252 2019,MouseMove,
Fri May 31 14:03:53.262 2019,MouseMove,
Fri May 31 14:03:53.268 2019,MouseMove,
Fri May 31 14:03:53.278 2019,MouseMove,
Fri May 31 14:03:53.282 2019,MouseMove,
Fri May 31 14:03:53.292 2019,MouseMove,
Fri May 31 14:03:53.298 2019,MouseMove,
Fri May 31 14:03:53.308 2019,MouseMove,
Fri May 31 14:03:53.318 2019,MouseMove,
Fri May 31 14:03:53.324 2019,MouseMove,
Fri May 31 14:03:53.334 2019,MouseMove,
Fri May 31 14:03:53.337 2019,MouseMove,
Fri May 31 14:03:53.348 2019,MouseMove,
Fri May 31 14:03:53.358 2019,MouseMove,
Fri May 31 14:03:53.364 2019,MouseMove,
Fri May 31 14:03:53.374 2019,MouseMove,
Fri May 31 14:03:53.377 2019,MouseMove,
Fri May 31 14:03:53.388 2019,MouseMove,
Fri May 31 14:03:53.394 2019,MouseMove,
Fri May 31 14:03:53.404 2019,MouseMove,
Fri May 31 14:03:53.413 2019,MouseMove,
Fri May 31 14:03:53.418 2019,MouseMove,
Fri May 31 14:03:53.428 2019,MouseMove,
Fri May 31 14:03:53.434 2019,MouseMove,
Fri May 31 14:03:53.444 2019,MouseMove,
Fri May 31 14:03:53.454 2019,MouseMove,
Fri May 31 14:03:53.460 2019,MouseMove,
Fri May 31 14:03:53.470 2019,MouseMove,
Fri May 31 14:03:53.473 2019,MouseMove,
Fri May 31 14:03:53.484 2019,MouseMove,
Fri May 31 14:03:53.490 2019,MouseMove,
Fri May 31 14:03:53.500 2019,MouseMove,
Fri May 31 14:03:54.180 2019,MouseMove,
Fri May 31 14:03:54.206 2019,MouseMove,
Fri May 31 14:03:54.438 2019,MouseMove,
Fri May 31 14:03:54.441 2019,MouseMove,
Fri May 31 14:03:54.534 2019,MouseMove,
Fri May 31 14:03:54.690 2019,MouseMove,
Fri May 31 14:03:54.696 2019,MouseMove,
Fri May 31 14:03:54.700 2019,MouseMove,
Fri May 31 14:03:54.710 2019,MouseMove,
Fri May 31 14:03:54.726 2019,MouseMove,
Fri May 31 14:03:54.736 2019,MouseMove,
Fri May 31 14:03:54.741 2019,MouseMove,
Fri May 31 14:03:54.752 2019,MouseMove,
Fri May 31 14:03:54.756 2019,MouseMove,
Fri May 31 14:03:54.766 2019,MouseMove,
Fri May 31 14:03:54.776 2019,MouseMove,
Fri May 31 14:03:54.782 2019,MouseMove,
Fri May 31 14:03:54.792 2019,MouseMove,
Fri May 31 14:03:54.796 2019,MouseMove,
Fri May 31 14:03:54.806 2019,MouseMove,
Fri May 31 14:03:54.822 2019,MouseMove,
Fri May 31 14:03:54.832 2019,MouseMove,
Fri May 31 14:03:54.838 2019,MouseMove,
Fri May 31 14:03:54.848 2019,MouseMove,
Fri May 31 14:03:54.872 2019,MouseMove,
Fri May 31 14:03:54.878 2019,MouseMove,
Fri May 31 14:03:54.888 2019,MouseMove,
Fri May 31 14:03:54.892 2019,MouseMove,
Fri May 31 14:03:54.902 2019,MouseMove,
Fri May 31 14:03:54.988 2019,MouseMove,
Fri May 31 14:03:54.998 2019,MouseMove,
Fri May 31 14:03:55.004 2019,MouseMove,
Fri May 31 14:03:55.168 2019,MouseMove,
Fri May 31 14:03:55.174 2019,MouseMove,
Fri May 31 14:03:55.184 2019,MouseMove,
Fri May 31 14:03:55.200 2019,MouseMove,
Fri May 31 14:03:55.210 2019,MouseMove,
Fri May 31 14:03:55.214 2019,MouseMove,
Fri May 31 14:03:55.224 2019,MouseMove,
Fri May 31 14:03:55.230 2019,MouseMove,
Fri May 31 14:03:55.240 2019,MouseMove,
Fri May 31 14:03:55.250 2019,MouseMove,
Fri May 31 14:03:55.254 2019,MouseMove,
Fri May 31 14:03:55.264 2019,MouseMove,
Fri May 31 14:03:55.270 2019,MouseMove,
Fri May 31 14:03:55.280 2019,MouseMove,
Fri May 31 14:03:55.296 2019,MouseMove,
Fri May 31 14:03:55.306 2019,MouseMove,
Fri May 31 14:03:55.310 2019,MouseMove,
Fri May 31 14:03:55.320 2019,MouseMove,
Fri May 31 14:03:55.356 2019,MouseMove,
Fri May 31 14:03:55.360 2019,MouseMove,
Fri May 31 14:03:55.370 2019,MouseMove,
Fri May 31 14:03:55.380 2019,MouseMove,
Fri May 31 14:03:55.386 2019,MouseMove,
Fri May 31 14:03:55.396 2019,MouseMove,
Fri May 31 14:03:55.399 2019,MouseMove,
Fri May 31 14:03:55.412 2019,MouseMove,
Fri May 31 14:03:55.416 2019,MouseMove,
Fri May 31 14:03:55.425 2019,MouseMove,
Fri May 31 14:03:55.436 2019,MouseMove,
Fri May 31 14:03:55.442 2019,MouseMove,
Fri May 31 14:03:55.452 2019,MouseMove,
Fri May 31 14:03:55.466 2019,MouseMove,
Fri May 31 14:03:55.476 2019,MouseMove,
Fri May 31 14:03:55.482 2019,MouseMove,
Fri May 31 14:03:55.492 2019,MouseMove,
Fri May 31 14:03:55.496 2019,MouseMove,
Fri May 31 14:03:55.506 2019,MouseMove,
Fri May 31 14:03:55.518 2019,MouseMove,
Fri May 31 14:03:55.538 2019,MouseMove,
Fri May 31 14:03:55.542 2019,MouseMove,
Fri May 31 14:03:55.558 2019,MouseMove,
Fri May 31 14:03:55.622 2019,MouseMove,
Fri May 31 14:03:55.638 2019,MouseMove,
Fri May 31 14:03:55.678 2019,MouseMove,
Fri May 31 14:03:55.708 2019,MouseMove,
Fri May 31 14:03:55.966 2019,MouseMove,
Fri May 31 14:03:55.976 2019,MouseMove,
Fri May 31 14:03:55.986 2019,MouseMove,
Fri May 31 14:03:56.556 2019,MouseClick,Left
Fri May 31 14:03:57.626 2019,MouseMove,
Fri May 31 14:03:57.636 2019,MouseMove,
Fri May 31 14:03:57.649 2019,MouseMove,
Fri May 31 14:03:57.660 2019,MouseMove,
Fri May 31 14:03:57.666 2019,MouseMove,
Fri May 31 14:03:57.676 2019,MouseMove,
Fri May 31 14:03:57.680 2019,MouseMove,
Fri May 31 14:03:57.700 2019,MouseMove,
Fri May 31 14:03:57.707 2019,MouseMove,
Fri May 31 14:03:57.712 2019,MouseMove,
Fri May 31 14:03:57.724 2019,MouseMove,
Fri May 31 14:03:57.804 2019,MouseMove,
Fri May 31 14:03:57.813 2019,MouseMove,
Fri May 31 14:03:57.824 2019,MouseMove,
Fri May 31 14:03:57.830 2019,MouseMove,
Fri May 31 14:03:57.840 2019,MouseMove,
Fri May 31 14:03:57.843 2019,MouseMove,
Fri May 31 14:03:57.854 2019,MouseMove,
Fri May 31 14:03:57.864 2019,MouseMove,
Fri May 31 14:03:57.870 2019,MouseMove,
Fri May 31 14:03:57.880 2019,MouseMove,
Fri May 31 14:03:57.884 2019,MouseMove,
Fri May 31 14:03:57.894 2019,MouseMove,
Fri May 31 14:03:57.900 2019,MouseMove,
Fri May 31 14:03:57.909 2019,MouseMove,
Fri May 31 14:03:57.920 2019,MouseMove,
Fri May 31 14:03:57.924 2019,MouseMove,
Fri May 31 14:03:57.946 2019,MouseMove,
Fri May 31 14:03:58.432 2019,MouseMove,
Fri May 31 14:03:58.442 2019,MouseMove,
Fri May 31 14:03:58.448 2019,MouseMove,
Fri May 31 14:03:58.458 2019,MouseMove,
Fri May 31 14:03:58.461 2019,MouseMove,
Fri May 31 14:03:58.471 2019,MouseMove,
Fri May 31 14:03:58.477 2019,MouseMove,
Fri May 31 14:03:58.487 2019,MouseMove,
Fri May 31 14:03:58.498 2019,MouseMove,
Fri May 31 14:03:58.502 2019,MouseMove,
Fri May 31 14:03:58.512 2019,MouseMove,
Fri May 31 14:03:58.518 2019,MouseMove,
Fri May 31 14:03:58.528 2019,MouseMove,
Fri May 31 14:03:58.538 2019,MouseMove,
Fri May 31 14:03:58.558 2019,MouseMove,
Fri May 31 14:03:58.564 2019,MouseMove,
Fri May 31 14:03:58.574 2019,MouseMove,
Fri May 31 14:03:58.577 2019,MouseMove,
Fri May 31 14:03:58.588 2019,MouseMove,
Fri May 31 14:03:58.594 2019,MouseMove,
Fri May 31 14:03:58.604 2019,MouseMove,
Fri May 31 14:03:58.614 2019,MouseMove,
Fri May 31 14:03:58.618 2019,MouseMove,
Fri May 31 14:03:58.628 2019,MouseMove,
Fri May 31 14:03:58.633 2019,MouseMove,
Fri May 31 14:03:58.644 2019,MouseMove,
Fri May 31 14:03:58.650 2019,MouseMove,
Fri May 31 14:03:58.660 2019,MouseMove,
Fri May 31 14:03:58.670 2019,MouseMove,
Fri May 31 14:03:58.674 2019,MouseMove,
Fri May 31 14:03:58.684 2019,MouseMove,
Fri May 31 14:03:58.689 2019,MouseMove,
Fri May 31 14:03:58.700 2019,MouseMove,
Fri May 31 14:03:58.714 2019,MouseMove,
Fri May 31 14:03:58.724 2019,MouseMove,
Fri May 31 14:03:58.730 2019,MouseMove,
Fri May 31 14:03:58.740 2019,MouseMove,
Fri May 31 14:03:58.750 2019,MouseMove,
Fri May 31 14:03:58.756 2019,MouseMove,
Fri May 31 14:03:58.766 2019,MouseMove,
Fri May 31 14:03:58.770 2019,MouseMove,
Fri May 31 14:03:58.780 2019,MouseMove,
Fri May 31 14:03:58.790 2019,MouseMove,
Fri May 31 14:03:58.820 2019,MouseMove,
Fri May 31 14:03:58.882 2019,MouseMove,
Fri May 31 14:03:58.962 2019,MouseMove,
Fri May 31 14:03:58.972 2019,MouseMove,
Fri May 31 14:03:58.976 2019,MouseMove,
Fri May 31 14:03:58.988 2019,MouseMove,
Fri May 31 14:03:58.998 2019,MouseMove,
Fri May 31 14:03:59.002 2019,MouseMove,
Fri May 31 14:03:59.012 2019,MouseMove,
Fri May 31 14:03:59.018 2019,MouseMove,
Fri May 31 14:03:59.028 2019,MouseMove,
Fri May 31 14:03:59.032 2019,MouseMove,
Fri May 31 14:03:59.058 2019,MouseMove,
Fri May 31 14:03:59.062 2019,MouseMove,
Fri May 31 14:03:59.072 2019,MouseMove,
Fri May 31 14:03:59.078 2019,MouseMove,
Fri May 31 14:03:59.087 2019,MouseMove,
Fri May 31 14:03:59.097 2019,MouseMove,
Fri May 31 14:03:59.104 2019,MouseMove,
Fri May 31 14:03:59.113 2019,MouseMove,
Fri May 31 14:03:59.118 2019,MouseMove,
Fri May 31 14:03:59.138 2019,MouseMove,
Fri May 31 14:03:59.356 2019,MouseMove,
Fri May 31 14:03:59.366 2019,MouseMove,
Fri May 31 14:03:59.370 2019,MouseMove,
Fri May 31 14:03:59.380 2019,MouseMove,
Fri May 31 14:03:59.386 2019,MouseMove,
Fri May 31 14:03:59.396 2019,MouseMove,
Fri May 31 14:03:59.410 2019,MouseMove,
Fri May 31 14:03:59.420 2019,MouseMove,
Fri May 31 14:03:59.426 2019,MouseMove,
Fri May 31 14:03:59.436 2019,MouseMove,
Fri May 31 14:03:59.442 2019,MouseMove,
Fri May 31 14:03:59.452 2019,MouseMove,
Fri May 31 14:03:59.461 2019,MouseMove,
Fri May 31 14:03:59.466 2019,MouseMove,
Fri May 31 14:03:59.476 2019,MouseMove,
Fri May 31 14:03:59.482 2019,MouseMove,
Fri May 31 14:03:59.492 2019,MouseMove,
Fri May 31 14:03:59.502 2019,MouseMove,
Fri May 31 14:03:59.506 2019,MouseMove,
Fri May 31 14:03:59.516 2019,MouseMove,
Fri May 31 14:03:59.522 2019,MouseMove,
Fri May 31 14:03:59.532 2019,MouseMove,
Fri May 31 14:03:59.542 2019,MouseMove,
Fri May 31 14:03:59.546 2019,MouseMove,
Fri May 31 14:03:59.568 2019,MouseMove,
Fri May 31 14:03:59.572 2019,MouseMove,
Fri May 31 14:03:59.582 2019,MouseMove,
Fri May 31 14:03:59.588 2019,MouseMove,
Fri May 31 14:03:59.598 2019,MouseMove,
Fri May 31 14:03:59.608 2019,MouseMove,
Fri May 31 14:03:59.623 2019,MouseMove,
Fri May 31 14:03:59.628 2019,MouseMove,
Fri May 31 14:03:59.648 2019,MouseMove,
Fri May 31 14:03:59.652 2019,MouseMove,
Fri May 31 14:03:59.662 2019,MouseMove,
Fri May 31 14:03:59.678 2019,MouseMove,
Fri May 31 14:03:59.684 2019,MouseMove,
Fri May 31 14:03:59.694 2019,MouseMove,
Fri May 31 14:03:59.708 2019,MouseMove,
Fri May 31 14:03:59.718 2019,MouseMove,
Fri May 31 14:03:59.724 2019,MouseMove,
Fri May 31 14:03:59.734 2019,MouseMove,
Fri May 31 14:03:59.744 2019,MouseMove,
Fri May 31 14:03:59.748 2019,MouseMove,
Fri May 31 14:03:59.758 2019,MouseMove,
Fri May 31 14:03:59.764 2019,MouseMove,
Fri May 31 14:03:59.774 2019,MouseMove,
Fri May 31 14:03:59.800 2019,MouseMove,
Fri May 31 14:03:59.804 2019,MouseMove,
Fri May 31 14:03:59.820 2019,MouseMove,
Fri May 31 14:03:59.830 2019,MouseMove,
Fri May 31 14:03:59.840 2019,MouseMove,
Fri May 31 14:03:59.844 2019,MouseMove,
Fri May 31 14:03:59.854 2019,MouseMove,
Fri May 31 14:03:59.860 2019,MouseMove,
Fri May 31 14:03:59.870 2019,MouseMove,
Fri May 31 14:03:59.874 2019,MouseMove,
Fri May 31 14:03:59.884 2019,MouseMove,
Fri May 31 14:03:59.894 2019,MouseMove,
Fri May 31 14:03:59.900 2019,MouseMove,
Fri May 31 14:03:59.910 2019,MouseMove,
Fri May 31 14:03:59.916 2019,MouseMove,
Fri May 31 14:03:59.926 2019,MouseMove,
Fri May 31 14:03:59.936 2019,MouseMove,
Fri May 31 14:03:59.940 2019,MouseMove,
Fri May 31 14:03:59.951 2019,MouseMove,
Fri May 31 14:03:59.956 2019,MouseMove,
Fri May 31 14:03:59.966 2019,MouseMove,
Fri May 31 14:03:59.976 2019,MouseMove,
Fri May 31 14:03:59.980 2019,MouseMove,
Fri May 31 14:03:59.990 2019,MouseMove,
Fri May 31 14:03:59.996 2019,MouseMove,
Fri May 31 14:04:00.006 2019,MouseMove,
Fri May 31 14:04:00.010 2019,MouseMove,
Fri May 31 14:04:00.022 2019,MouseMove,
Fri May 31 14:04:00.032 2019,MouseMove,
Fri May 31 14:04:00.036 2019,MouseMove,
Fri May 31 14:04:00.046 2019,MouseMove,
Fri May 31 14:04:00.052 2019,MouseMove,
Fri May 31 14:04:00.066 2019,MouseMove,
Fri May 31 14:04:00.072 2019,MouseMove,
Fri May 31 14:04:00.082 2019,MouseMove,
Fri May 31 14:04:00.334 2019,MouseMove,
Fri May 31 14:04:00.348 2019,MouseMove,
Fri May 31 14:04:00.354 2019,MouseMove,
Fri May 31 14:04:00.884 2019,MouseMove,
Fri May 31 14:04:00.894 2019,MouseMove,
Fri May 31 14:04:00.898 2019,MouseMove,
Fri May 31 14:04:00.908 2019,MouseMove,
Fri May 31 14:04:00.914 2019,MouseMove,
Fri May 31 14:04:00.924 2019,MouseMove,
Fri May 31 14:04:00.934 2019,MouseMove,
Fri May 31 14:04:00.940 2019,MouseMove,
Fri May 31 14:04:00.950 2019,MouseMove,
Fri May 31 14:04:00.954 2019,MouseMove,
Fri May 31 14:04:00.964 2019,MouseMove,
Fri May 31 14:04:00.974 2019,MouseMove,
Fri May 31 14:04:00.990 2019,MouseMove,
Fri May 31 14:04:00.994 2019,MouseMove,
Fri May 31 14:04:01.004 2019,MouseMove,
Fri May 31 14:04:01.014 2019,MouseMove,
Fri May 31 14:04:01.020 2019,MouseMove,
Fri May 31 14:04:01.030 2019,MouseMove,
Fri May 31 14:04:01.034 2019,MouseMove,
Fri May 31 14:04:01.044 2019,MouseMove,
Fri May 31 14:04:01.050 2019,MouseMove,
Fri May 31 14:04:01.060 2019,MouseMove,
Fri May 31 14:04:01.070 2019,MouseMove,
Fri May 31 14:04:01.080 2019,MouseMove,
Fri May 31 14:04:01.085 2019,MouseMove,
Fri May 31 14:04:01.106 2019,MouseMove,
Fri May 31 14:04:01.109 2019,MouseMove,
Fri May 31 14:04:01.120 2019,MouseMove,
Fri May 31 14:04:01.126 2019,MouseMove,
Fri May 31 14:04:01.135 2019,MouseMove,
Fri May 31 14:04:01.146 2019,MouseMove,
Fri May 31 14:04:01.150 2019,MouseMove,
Fri May 31 14:04:01.160 2019,MouseMove,
Fri May 31 14:04:01.165 2019,MouseMove,
Fri May 31 14:04:01.216 2019,MouseMove,
Fri May 31 14:04:01.226 2019,MouseMove,
Fri May 31 14:04:01.232 2019,MouseMove,
Fri May 31 14:04:01.241 2019,MouseMove,
Fri May 31 14:04:01.246 2019,MouseMove,
Fri May 31 14:04:01.255 2019,MouseMove,
Fri May 31 14:04:01.265 2019,MouseMove,
Fri May 31 14:04:01.272 2019,MouseMove,
Fri May 31 14:04:01.282 2019,MouseMove,
Fri May 31 14:04:01.298 2019,MouseMove,
Fri May 31 14:04:01.327 2019,MouseMove,
Fri May 31 14:04:01.332 2019,MouseMove,
Fri May 31 14:04:01.341 2019,MouseMove,
Fri May 31 14:04:01.347 2019,MouseMove,
Fri May 31 14:04:01.359 2019,MouseMove,
Fri May 31 14:04:01.368 2019,MouseMove,
Fri May 31 14:04:01.372 2019,MouseMove,
Fri May 31 14:04:01.382 2019,MouseMove,
Fri May 31 14:04:01.387 2019,MouseMove,
Fri May 31 14:04:01.398 2019,MouseMove,
Fri May 31 14:04:01.402 2019,MouseMove,
Fri May 31 14:04:01.414 2019,MouseMove,
Fri May 31 14:04:01.424 2019,MouseMove,
Fri May 31 14:04:01.427 2019,MouseMove,
Fri May 31 14:04:01.438 2019,MouseMove,
Fri May 31 14:04:01.444 2019,MouseMove,
Fri May 31 14:04:02.638 2019,MouseMove,
Fri May 31 14:04:02.643 2019,MouseMove,
Fri May 31 14:04:02.654 2019,MouseMove,
Fri May 31 14:04:03.048 2019,MouseMove,
Fri May 31 14:04:03.062 2019,MouseMove,
Fri May 31 14:04:03.082 2019,MouseMove,
Fri May 31 14:04:03.092 2019,MouseMove,
Fri May 31 14:04:03.148 2019,MouseMove,
Fri May 31 14:04:03.158 2019,MouseMove,
Fri May 31 14:04:03.164 2019,MouseMove,
Fri May 31 14:04:03.174 2019,MouseMove,
Fri May 31 14:04:03.178 2019,MouseMove,
Fri May 31 14:04:03.188 2019,MouseMove,
Fri May 31 14:04:03.198 2019,MouseMove,
Fri May 31 14:04:03.204 2019,MouseMove,
Fri May 31 14:04:03.214 2019,MouseMove,
Fri May 31 14:04:03.218 2019,MouseMove,
Fri May 31 14:04:03.228 2019,MouseMove,
Fri May 31 14:04:03.238 2019,MouseMove,
Fri May 31 14:04:03.244 2019,MouseMove,
Fri May 31 14:04:03.254 2019,MouseMove,
Fri May 31 14:04:03.260 2019,MouseMove,
Fri May 31 14:04:03.470 2019,MouseMove,
Fri May 31 14:04:03.678 2019,MouseMove,
Fri May 31 14:04:03.844 2019,MouseMove,
Fri May 31 14:04:03.859 2019,MouseMove,
Fri May 31 14:04:03.870 2019,MouseMove,
Fri May 31 14:04:03.880 2019,MouseMove,
Fri May 31 14:04:03.884 2019,MouseMove,
Fri May 31 14:04:03.894 2019,MouseMove,
Fri May 31 14:04:03.900 2019,MouseMove,
Fri May 31 14:04:03.910 2019,MouseMove,
Fri May 31 14:04:03.920 2019,MouseMove,
Fri May 31 14:04:03.923 2019,MouseMove,
Fri May 31 14:04:03.934 2019,MouseMove,
Fri May 31 14:04:03.940 2019,MouseMove,
Fri May 31 14:04:03.950 2019,MouseMove,
Fri May 31 14:04:03.956 2019,MouseMove,
Fri May 31 14:04:03.966 2019,MouseMove,
Fri May 31 14:04:04.006 2019,MouseMove,
Fri May 31 14:04:04.020 2019,MouseMove,
Fri May 31 14:04:04.030 2019,MouseMove,
Fri May 31 14:04:04.036 2019,MouseMove,
Fri May 31 14:04:04.046 2019,MouseMove,
Fri May 31 14:04:04.050 2019,MouseMove,
Fri May 31 14:04:04.062 2019,MouseMove,
Fri May 31 14:04:04.072 2019,MouseMove,
Fri May 31 14:04:04.126 2019,MouseMove,
Fri May 31 14:04:04.136 2019,MouseMove,
Fri May 31 14:04:04.146 2019,MouseMove,
Fri May 31 14:04:04.152 2019,MouseMove,
Fri May 31 14:04:04.161 2019,MouseMove,
Fri May 31 14:04:04.166 2019,MouseMove,
Fri May 31 14:04:04.178 2019,MouseMove,
Fri May 31 14:04:04.188 2019,MouseMove,
Fri May 31 14:04:04.192 2019,MouseMove,
Fri May 31 14:04:04.202 2019,MouseMove,
Fri May 31 14:04:04.208 2019,MouseMove,
Fri May 31 14:04:04.474 2019,MouseMove,
Fri May 31 14:04:04.484 2019,MouseMove,
Fri May 31 14:04:04.494 2019,MouseMove,
Fri May 31 14:04:04.500 2019,MouseMove,
Fri May 31 14:04:04.510 2019,MouseMove,
Fri May 31 14:04:04.514 2019,MouseMove,
Fri May 31 14:04:04.526 2019,MouseMove,
Fri May 31 14:04:04.530 2019,MouseMove,
Fri May 31 14:04:04.540 2019,MouseMove,
Fri May 31 14:04:04.550 2019,MouseMove,
Fri May 31 14:04:04.556 2019,MouseMove,
Fri May 31 14:04:04.565 2019,MouseMove,
Fri May 31 14:04:04.569 2019,MouseMove,
Fri May 31 14:04:04.580 2019,MouseMove,
Fri May 31 14:04:04.600 2019,MouseMove,
Fri May 31 14:04:04.706 2019,MouseMove,
Fri May 31 14:04:04.715 2019,MouseMove,
Fri May 31 14:04:04.726 2019,MouseMove,
Fri May 31 14:04:04.732 2019,MouseMove,
Fri May 31 14:04:04.741 2019,MouseMove,
Fri May 31 14:04:04.746 2019,MouseMove,
Fri May 31 14:04:04.758 2019,MouseMove,
Fri May 31 14:04:04.761 2019,MouseMove,
Fri May 31 14:04:04.772 2019,MouseMove,
Fri May 31 14:04:04.782 2019,MouseMove,
Fri May 31 14:04:04.788 2019,MouseMove,
Fri May 31 14:04:04.799 2019,MouseMove,
Fri May 31 14:04:04.802 2019,MouseMove,
Fri May 31 14:04:04.812 2019,MouseMove,
Fri May 31 14:04:04.822 2019,MouseMove,
Fri May 31 14:04:05.145 2019,MouseMove,
Fri May 31 14:04:05.150 2019,MouseMove,
Fri May 31 14:04:05.160 2019,MouseMove,
Fri May 31 14:04:05.176 2019,MouseMove,
Fri May 31 14:04:05.196 2019,MouseMove,
Fri May 31 14:04:05.246 2019,MouseMove,
Fri May 31 14:04:05.494 2019,MouseMove,
Fri May 31 14:04:05.504 2019,MouseMove,
Fri May 31 14:04:05.508 2019,MouseMove,
Fri May 31 14:04:05.518 2019,MouseMove,
Fri May 31 14:04:05.528 2019,MouseMove,
Fri May 31 14:04:05.534 2019,MouseMove,
Fri May 31 14:04:05.574 2019,MouseMove,
Fri May 31 14:04:05.609 2019,MouseMove,
Fri May 31 14:04:05.613 2019,MouseMove,
Fri May 31 14:04:05.624 2019,MouseMove,
Fri May 31 14:04:05.720 2019,MouseMove,
Fri May 31 14:04:05.932 2019,MouseMove,
Fri May 31 14:04:06.249 2019,MouseClick,Left
Fri May 31 14:04:07.237 2019,MouseMove,
Fri May 31 14:04:07.248 2019,MouseMove,
Fri May 31 14:04:07.254 2019,MouseMove,
Fri May 31 14:04:07.263 2019,MouseMove,
Fri May 31 14:04:07.274 2019,MouseMove,
Fri May 31 14:04:07.278 2019,MouseMove,
Fri May 31 14:04:07.333 2019,MouseMove,
Fri May 31 14:04:07.339 2019,MouseMove,
Fri May 31 14:04:07.350 2019,MouseMove,
Fri May 31 14:04:07.360 2019,MouseMove,
Fri May 31 14:04:07.364 2019,MouseMove,
Fri May 31 14:04:07.374 2019,MouseMove,
Fri May 31 14:04:07.380 2019,MouseMove,
Fri May 31 14:04:07.389 2019,MouseMove,
Fri May 31 14:04:07.393 2019,MouseMove,
Fri May 31 14:04:07.404 2019,MouseMove,
Fri May 31 14:04:07.416 2019,MouseMove,
Fri May 31 14:04:07.420 2019,MouseMove,
Fri May 31 14:04:07.429 2019,MouseMove,
Fri May 31 14:04:07.542 2019,MouseMove,
Fri May 31 14:04:07.572 2019,MouseMove,
Fri May 31 14:04:17.734 2019,MouseMove,
Fri May 31 14:04:17.750 2019,MouseMove,
Fri May 31 14:04:17.754 2019,MouseMove,
Fri May 31 14:04:27.977 2019,MouseMove,
Fri May 31 14:04:27.983 2019,MouseMove,
Fri May 31 14:04:28.428 2019,MouseMove,
Fri May 31 14:04:46.232 2019,MouseMove,
Fri May 31 14:04:46.235 2019,MouseMove,
Fri May 31 14:04:46.246 2019,MouseMove,
Fri May 31 14:04:46.255 2019,MouseMove,
Fri May 31 14:04:46.261 2019,MouseMove,
Fri May 31 14:04:46.272 2019,MouseMove,
Fri May 31 14:04:46.276 2019,MouseMove,
Fri May 31 14:04:46.286 2019,MouseMove,
Fri May 31 14:04:46.296 2019,MouseMove,
Fri May 31 14:04:46.301 2019,MouseMove,
Fri May 31 14:04:46.312 2019,MouseMove,
Fri May 31 14:04:46.318 2019,MouseMove,
Fri May 31 14:04:46.328 2019,MouseMove,
Fri May 31 14:04:46.337 2019,MouseMove,
Fri May 31 14:04:46.341 2019,MouseMove,
Fri May 31 14:04:46.352 2019,MouseMove,
Fri May 31 14:04:46.360 2019,MouseMove,
Fri May 31 14:04:46.368 2019,MouseMove,
Fri May 31 14:04:46.371 2019,MouseMove,
Fri May 31 14:04:46.382 2019,MouseMove,
Fri May 31 14:04:46.392 2019,MouseMove,
Fri May 31 14:04:46.397 2019,MouseMove,
Fri May 31 14:04:46.408 2019,MouseMove,
Fri May 31 14:04:46.412 2019,MouseMove,
Fri May 31 14:04:46.424 2019,MouseMove,
Fri May 31 14:04:46.434 2019,MouseMove,
Fri May 31 14:04:46.437 2019,MouseMove,
Fri May 31 14:04:46.447 2019,MouseMove,
Fri May 31 14:04:46.454 2019,MouseMove,
Fri May 31 14:04:46.464 2019,MouseMove,
Fri May 31 14:04:46.468 2019,MouseMove,
Fri May 31 14:04:46.478 2019,MouseMove,
Fri May 31 14:04:46.487 2019,MouseMove,
Fri May 31 14:04:46.493 2019,MouseMove,
