Timestamp,Activity,Details
Fri May 31 15:14:42.962 2019,MouseMove,
Fri May 31 15:14:42.968 2019,MouseMove,
Fri May 31 15:14:42.978 2019,MouseMove,
Fri May 31 15:14:42.988 2019,MouseMove,
Fri May 31 15:14:42.992 2019,MouseMove,
Fri May 31 15:14:43.004 2019,MouseMove,
Fri May 31 15:14:43.008 2019,MouseMove,
Fri May 31 15:14:43.017 2019,MouseMove,
Fri May 31 15:14:43.028 2019,MouseMove,
Fri May 31 15:14:43.033 2019,MouseMove,
Fri May 31 15:14:43.044 2019,MouseMove,
Fri May 31 15:14:43.048 2019,MouseMove,
Fri May 31 15:14:43.072 2019,MouseMove,
Fri May 31 15:14:43.480 2019,MouseClick,Left
Fri May 31 15:14:43.702 2019,MouseMove,
Fri May 31 15:14:43.708 2019,MouseMove,
Fri May 31 15:14:43.728 2019,MouseMove,
Fri May 31 15:14:43.994 2019,MouseMove,
Fri May 31 15:14:44.000 2019,MouseMove,
Fri May 31 15:14:44.010 2019,MouseMove,
Fri May 31 15:14:44.014 2019,MouseMove,
Fri May 31 15:14:44.030 2019,MouseMove,
Fri May 31 15:14:44.040 2019,MouseMove,
Fri May 31 15:14:44.060 2019,MouseMove,
Fri May 31 15:14:44.105 2019,MouseMove,
Fri May 31 15:14:45.502 2019,MouseMove,
Fri May 31 15:14:45.512 2019,MouseMove,
Fri May 31 15:14:45.522 2019,MouseMove,
Fri May 31 15:14:45.538 2019,MouseMove,
Fri May 31 15:14:45.542 2019,MouseMove,
Fri May 31 15:14:45.554 2019,MouseMove,
Fri May 31 15:14:45.564 2019,MouseMove,
Fri May 31 15:14:45.568 2019,MouseMove,
Fri May 31 15:14:45.584 2019,MouseMove,
Fri May 31 15:14:45.588 2019,MouseMove,
Fri May 31 15:14:45.604 2019,MouseMove,
Fri May 31 15:14:45.614 2019,MouseMove,
Fri May 31 15:14:45.618 2019,MouseMove,
Fri May 31 15:14:45.628 2019,MouseMove,
Fri May 31 15:14:45.638 2019,MouseMove,
Fri May 31 15:14:45.644 2019,MouseMove,
Fri May 31 15:14:45.654 2019,MouseMove,
Fri May 31 15:14:45.657 2019,MouseMove,
Fri May 31 15:14:45.670 2019,MouseMove,
Fri May 31 15:14:45.826 2019,MouseMove,
Fri May 31 15:14:45.830 2019,MouseMove,
Fri May 31 15:14:45.840 2019,MouseMove,
Fri May 31 15:14:45.846 2019,MouseMove,
Fri May 31 15:14:45.856 2019,MouseMove,
Fri May 31 15:14:45.866 2019,MouseMove,
Fri May 31 15:14:45.870 2019,MouseMove,
Fri May 31 15:14:45.880 2019,MouseMove,
Fri May 31 15:14:45.886 2019,MouseMove,
Fri May 31 15:14:45.896 2019,MouseMove,
Fri May 31 15:14:45.906 2019,MouseMove,
Fri May 31 15:14:45.912 2019,MouseMove,
Fri May 31 15:14:45.921 2019,MouseMove,
Fri May 31 15:14:45.926 2019,MouseMove,
Fri May 31 15:14:45.936 2019,MouseMove,
Fri May 31 15:14:45.946 2019,MouseMove,
Fri May 31 15:14:45.952 2019,MouseMove,
Fri May 31 15:14:45.962 2019,MouseMove,
Fri May 31 15:14:45.966 2019,MouseMove,
Fri May 31 15:14:45.976 2019,MouseMove,
Fri May 31 15:14:45.982 2019,MouseMove,
Fri May 31 15:14:45.992 2019,MouseMove,
Fri May 31 15:14:46.018 2019,MouseMove,
Fri May 31 15:14:46.785 2019,MouseClick,Left
Fri May 31 15:14:47.556 2019,MouseMove,
Fri May 31 15:14:47.566 2019,MouseMove,
Fri May 31 15:14:47.569 2019,MouseMove,
Fri May 31 15:14:47.580 2019,MouseMove,
Fri May 31 15:14:47.586 2019,MouseMove,
Fri May 31 15:14:47.601 2019,MouseMove,
Fri May 31 15:14:47.605 2019,MouseMove,
Fri May 31 15:14:47.616 2019,MouseMove,
Fri May 31 15:14:47.626 2019,MouseMove,
Fri May 31 15:14:47.632 2019,MouseMove,
Fri May 31 15:14:47.642 2019,MouseMove,
Fri May 31 15:14:47.646 2019,MouseMove,
Fri May 31 15:14:47.658 2019,MouseMove,
Fri May 31 15:14:47.728 2019,MouseMove,
Fri May 31 15:14:47.740 2019,MouseMove,
Fri May 31 15:14:47.750 2019,MouseMove,
Fri May 31 15:14:47.764 2019,MouseMove,
Fri May 31 15:14:47.774 2019,MouseMove,
Fri May 31 15:14:48.467 2019,MouseMove,
Fri May 31 15:14:48.478 2019,MouseMove,
Fri May 31 15:14:48.484 2019,MouseMove,
Fri May 31 15:14:48.494 2019,MouseMove,
Fri May 31 15:14:48.498 2019,MouseMove,
Fri May 31 15:14:48.508 2019,MouseMove,
Fri May 31 15:14:48.812 2019,MouseMove,
Fri May 31 15:14:49.024 2019,MouseMove,
Fri May 31 15:14:49.034 2019,MouseMove,
Fri May 31 15:14:49.038 2019,MouseMove,
Fri May 31 15:14:49.048 2019,MouseMove,
Fri May 31 15:14:49.058 2019,MouseMove,
Fri May 31 15:14:49.064 2019,MouseMove,
Fri May 31 15:14:49.074 2019,MouseMove,
Fri May 31 15:14:49.078 2019,MouseMove,
Fri May 31 15:14:49.088 2019,MouseMove,
Fri May 31 15:14:49.098 2019,MouseMove,
Fri May 31 15:14:49.120 2019,MouseMove,
Fri May 31 15:14:49.124 2019,MouseMove,
Fri May 31 15:14:49.134 2019,MouseMove,
Fri May 31 15:14:49.140 2019,MouseMove,
Fri May 31 15:14:49.150 2019,MouseMove,
Fri May 31 15:14:49.160 2019,MouseMove,
Fri May 31 15:14:49.164 2019,MouseMove,
Fri May 31 15:14:49.174 2019,MouseMove,
Fri May 31 15:14:49.180 2019,MouseMove,
Fri May 31 15:14:49.190 2019,MouseMove,
Fri May 31 15:14:49.200 2019,MouseMove,
Fri May 31 15:14:49.204 2019,MouseMove,
Fri May 31 15:14:49.214 2019,MouseMove,
Fri May 31 15:14:49.220 2019,MouseMove,
Fri May 31 15:14:49.230 2019,MouseMove,
Fri May 31 15:14:49.234 2019,MouseMove,
Fri May 31 15:14:49.246 2019,MouseMove,
Fri May 31 15:14:49.256 2019,MouseMove,
Fri May 31 15:14:49.260 2019,MouseMove,
Fri May 31 15:14:49.270 2019,MouseMove,
Fri May 31 15:14:49.276 2019,MouseMove,
Fri May 31 15:14:49.286 2019,MouseMove,
Fri May 31 15:14:49.296 2019,MouseMove,
Fri May 31 15:14:49.300 2019,MouseMove,
Fri May 31 15:14:49.310 2019,MouseMove,
Fri May 31 15:14:49.316 2019,MouseMove,
Fri May 31 15:14:49.326 2019,MouseMove,
Fri May 31 15:14:49.336 2019,MouseMove,
Fri May 31 15:14:49.340 2019,MouseMove,
Fri May 31 15:14:49.350 2019,MouseMove,
Fri May 31 15:14:49.356 2019,MouseMove,
Fri May 31 15:14:49.366 2019,MouseMove,
Fri May 31 15:14:49.372 2019,MouseMove,
Fri May 31 15:14:49.382 2019,MouseMove,
Fri May 31 15:14:49.392 2019,MouseMove,
Fri May 31 15:14:49.396 2019,MouseMove,
Fri May 31 15:14:49.406 2019,MouseMove,
Fri May 31 15:14:49.412 2019,MouseMove,
Fri May 31 15:14:49.422 2019,MouseMove,
Fri May 31 15:14:49.432 2019,MouseMove,
Fri May 31 15:14:49.436 2019,MouseMove,
Fri May 31 15:14:49.445 2019,MouseMove,
Fri May 31 15:14:49.451 2019,MouseMove,
Fri May 31 15:14:49.462 2019,MouseMove,
Fri May 31 15:14:49.467 2019,MouseMove,
Fri May 31 15:14:49.478 2019,MouseMove,
Fri May 31 15:14:49.488 2019,MouseMove,
Fri May 31 15:14:49.491 2019,MouseMove,
Fri May 31 15:14:49.502 2019,MouseMove,
Fri May 31 15:14:49.508 2019,MouseMove,
Fri May 31 15:14:49.518 2019,MouseMove,
Fri May 31 15:14:49.528 2019,MouseMove,
Fri May 31 15:14:49.532 2019,MouseMove,
Fri May 31 15:14:49.542 2019,MouseMove,
Fri May 31 15:14:49.558 2019,MouseMove,
Fri May 31 15:14:49.936 2019,MouseMove,
Fri May 31 15:14:49.942 2019,MouseMove,
Fri May 31 15:14:49.952 2019,MouseMove,
Fri May 31 15:14:49.982 2019,MouseMove,
Fri May 31 15:14:49.992 2019,MouseMove,
Fri May 31 15:14:50.022 2019,MouseMove,
Fri May 31 15:14:50.128 2019,MouseMove,
Fri May 31 15:14:50.132 2019,MouseMove,
Fri May 31 15:14:50.142 2019,MouseMove,
Fri May 31 15:14:50.148 2019,MouseMove,
Fri May 31 15:14:50.158 2019,MouseMove,
Fri May 31 15:14:50.168 2019,MouseMove,
Fri May 31 15:14:50.174 2019,MouseMove,
Fri May 31 15:14:50.183 2019,MouseMove,
Fri May 31 15:14:50.188 2019,MouseMove,
Fri May 31 15:14:50.198 2019,MouseMove,
Fri May 31 15:14:50.208 2019,MouseMove,
Fri May 31 15:14:50.214 2019,MouseMove,
Fri May 31 15:14:50.224 2019,MouseMove,
Fri May 31 15:14:50.228 2019,MouseMove,
Fri May 31 15:14:50.238 2019,MouseMove,
Fri May 31 15:14:50.244 2019,MouseMove,
Fri May 31 15:14:50.254 2019,MouseMove,
Fri May 31 15:14:50.264 2019,MouseMove,
Fri May 31 15:14:50.268 2019,MouseMove,
Fri May 31 15:14:50.280 2019,MouseMove,
Fri May 31 15:14:50.284 2019,MouseMove,
Fri May 31 15:14:50.294 2019,MouseMove,
Fri May 31 15:14:50.304 2019,MouseMove,
Fri May 31 15:14:50.310 2019,MouseMove,
Fri May 31 15:14:50.321 2019,MouseMove,
Fri May 31 15:14:50.324 2019,MouseMove,
Fri May 31 15:14:50.334 2019,MouseMove,
Fri May 31 15:14:50.340 2019,MouseMove,
Fri May 31 15:14:50.350 2019,MouseMove,
Fri May 31 15:14:50.360 2019,MouseMove,
Fri May 31 15:14:50.364 2019,MouseMove,
Fri May 31 15:14:50.374 2019,MouseMove,
Fri May 31 15:14:50.380 2019,MouseMove,
Fri May 31 15:14:50.390 2019,MouseMove,
Fri May 31 15:14:50.400 2019,MouseMove,
Fri May 31 15:14:50.406 2019,MouseMove,
Fri May 31 15:14:50.416 2019,MouseMove,
Fri May 31 15:14:50.420 2019,MouseMove,
Fri May 31 15:14:50.430 2019,MouseMove,
Fri May 31 15:14:50.436 2019,MouseMove,
Fri May 31 15:14:50.445 2019,MouseMove,
Fri May 31 15:14:50.456 2019,MouseMove,
Fri May 31 15:14:50.459 2019,MouseMove,
Fri May 31 15:14:50.470 2019,MouseMove,
Fri May 31 15:14:50.476 2019,MouseMove,
Fri May 31 15:14:50.486 2019,MouseMove,
Fri May 31 15:14:50.496 2019,MouseMove,
Fri May 31 15:14:50.500 2019,MouseMove,
Fri May 31 15:14:50.512 2019,MouseMove,
Fri May 31 15:14:50.516 2019,MouseMove,
Fri May 31 15:14:50.526 2019,MouseMove,
Fri May 31 15:14:50.536 2019,MouseMove,
Fri May 31 15:14:50.542 2019,MouseMove,
Fri May 31 15:14:50.552 2019,MouseMove,
Fri May 31 15:14:50.555 2019,MouseMove,
Fri May 31 15:14:50.566 2019,MouseMove,
Fri May 31 15:14:50.572 2019,MouseMove,
Fri May 31 15:14:50.582 2019,MouseMove,
Fri May 31 15:14:50.592 2019,MouseMove,
Fri May 31 15:14:50.598 2019,MouseMove,
Fri May 31 15:14:50.606 2019,MouseMove,
Fri May 31 15:14:50.612 2019,MouseMove,
Fri May 31 15:14:50.628 2019,MouseMove,
Fri May 31 15:14:50.632 2019,MouseMove,
Fri May 31 15:14:50.642 2019,MouseMove,
Fri May 31 15:14:50.652 2019,MouseMove,
Fri May 31 15:14:51.106 2019,MouseMove,
Fri May 31 15:14:51.116 2019,MouseMove,
Fri May 31 15:14:51.126 2019,MouseMove,
Fri May 31 15:14:51.136 2019,MouseMove,
Fri May 31 15:14:51.142 2019,MouseMove,
Fri May 31 15:14:51.152 2019,MouseMove,
Fri May 31 15:14:51.156 2019,MouseMove,
Fri May 31 15:14:51.166 2019,MouseMove,
Fri May 31 15:14:51.172 2019,MouseMove,
Fri May 31 15:14:51.182 2019,MouseMove,
Fri May 31 15:14:51.192 2019,MouseMove,
Fri May 31 15:14:51.209 2019,MouseMove,
Fri May 31 15:14:51.210 2019,MouseMove,
Fri May 31 15:14:51.224 2019,MouseMove,
Fri May 31 15:14:51.225 2019,MouseMove,
Fri May 31 15:14:51.242 2019,MouseMove,
Fri May 31 15:14:51.243 2019,MouseMove,
Fri May 31 15:14:51.256 2019,MouseMove,
Fri May 31 15:14:51.257 2019,MouseMove,
Fri May 31 15:14:51.268 2019,MouseMove,
Fri May 31 15:14:51.278 2019,MouseMove,
Fri May 31 15:14:51.288 2019,MouseMove,
Fri May 31 15:14:51.292 2019,MouseMove,
Fri May 31 15:14:51.302 2019,MouseMove,
Fri May 31 15:14:51.308 2019,MouseMove,
Fri May 31 15:14:51.318 2019,MouseMove,
Fri May 31 15:14:51.328 2019,MouseMove,
Fri May 31 15:14:51.334 2019,MouseMove,
Fri May 31 15:14:51.344 2019,MouseMove,
Fri May 31 15:14:51.348 2019,MouseMove,
Fri May 31 15:14:51.358 2019,MouseMove,
Fri May 31 15:14:51.368 2019,MouseMove,
Fri May 31 15:14:51.373 2019,MouseMove,
Fri May 31 15:14:51.384 2019,MouseMove,
Fri May 31 15:14:51.388 2019,MouseMove,
Fri May 31 15:14:51.398 2019,MouseMove,
Fri May 31 15:14:51.404 2019,MouseMove,
Fri May 31 15:14:51.413 2019,MouseMove,
Fri May 31 15:14:51.424 2019,MouseMove,
Fri May 31 15:14:51.430 2019,MouseMove,
Fri May 31 15:14:51.441 2019,MouseMove,
Fri May 31 15:14:51.443 2019,MouseMove,
Fri May 31 15:14:51.454 2019,MouseMove,
Fri May 31 15:14:51.464 2019,MouseMove,
Fri May 31 15:14:51.470 2019,MouseMove,
Fri May 31 15:14:51.480 2019,MouseMove,
Fri May 31 15:14:51.484 2019,MouseMove,
Fri May 31 15:14:51.494 2019,MouseMove,
Fri May 31 15:14:51.682 2019,MouseMove,
Fri May 31 15:14:51.954 2019,MouseClick,Right
Fri May 31 15:14:52.100 2019,MouseMove,
Fri May 31 15:14:52.110 2019,MouseMove,
Fri May 31 15:14:52.146 2019,MouseMove,
Fri May 31 15:14:52.150 2019,MouseMove,
Fri May 31 15:14:52.160 2019,MouseMove,
Fri May 31 15:14:52.176 2019,MouseMove,
Fri May 31 15:14:52.186 2019,MouseMove,
Fri May 31 15:14:52.200 2019,MouseMove,
Fri May 31 15:14:52.210 2019,MouseMove,
Fri May 31 15:14:52.226 2019,MouseMove,
Fri May 31 15:14:52.242 2019,MouseMove,
Fri May 31 15:14:52.252 2019,MouseMove,
Fri May 31 15:14:52.256 2019,MouseMove,
Fri May 31 15:14:52.266 2019,MouseMove,
Fri May 31 15:14:52.272 2019,MouseMove,
Fri May 31 15:14:52.282 2019,MouseMove,
Fri May 31 15:14:52.292 2019,MouseMove,
Fri May 31 15:14:52.296 2019,MouseMove,
Fri May 31 15:14:52.306 2019,MouseMove,
Fri May 31 15:14:52.312 2019,MouseMove,
Fri May 31 15:14:52.322 2019,MouseMove,
Fri May 31 15:14:52.332 2019,MouseMove,
Fri May 31 15:14:52.336 2019,MouseMove,
Fri May 31 15:14:52.346 2019,MouseMove,
Fri May 31 15:14:52.352 2019,MouseMove,
Fri May 31 15:14:52.361 2019,MouseMove,
Fri May 31 15:14:52.368 2019,MouseMove,
Fri May 31 15:14:52.378 2019,MouseMove,
Fri May 31 15:14:52.388 2019,MouseMove,
Fri May 31 15:14:52.392 2019,MouseMove,
Fri May 31 15:14:52.402 2019,MouseMove,
Fri May 31 15:14:52.408 2019,MouseMove,
Fri May 31 15:14:52.418 2019,MouseMove,
Fri May 31 15:14:52.428 2019,MouseMove,
Fri May 31 15:14:52.432 2019,MouseMove,
Fri May 31 15:14:52.442 2019,MouseMove,
Fri May 31 15:14:52.448 2019,MouseMove,
Fri May 31 15:14:52.458 2019,MouseMove,
Fri May 31 15:14:52.462 2019,MouseMove,
Fri May 31 15:14:52.474 2019,MouseMove,
Fri May 31 15:14:52.484 2019,MouseMove,
Fri May 31 15:14:52.488 2019,MouseMove,
Fri May 31 15:14:52.498 2019,MouseMove,
Fri May 31 15:14:52.504 2019,MouseMove,
Fri May 31 15:14:52.514 2019,MouseMove,
Fri May 31 15:14:52.524 2019,MouseMove,
Fri May 31 15:14:52.528 2019,MouseMove,
Fri May 31 15:14:52.538 2019,MouseMove,
Fri May 31 15:14:52.544 2019,MouseMove,
Fri May 31 15:14:52.554 2019,MouseMove,
Fri May 31 15:14:52.564 2019,MouseMove,
Fri May 31 15:14:52.568 2019,MouseMove,
Fri May 31 15:14:52.578 2019,MouseMove,
Fri May 31 15:14:53.476 2019,MouseClick,Left
Fri May 31 15:14:55.408 2019,MouseMove,
Fri May 31 15:14:55.414 2019,MouseMove,
Fri May 31 15:14:55.424 2019,MouseMove,
Fri May 31 15:14:55.428 2019,MouseMove,
Fri May 31 15:14:55.438 2019,MouseMove,
Fri May 31 15:14:55.444 2019,MouseMove,
Fri May 31 15:14:55.454 2019,MouseMove,
Fri May 31 15:14:55.464 2019,MouseMove,
Fri May 31 15:14:55.470 2019,MouseMove,
Fri May 31 15:14:55.480 2019,MouseMove,
Fri May 31 15:14:55.484 2019,MouseMove,
Fri May 31 15:14:55.494 2019,MouseMove,
Fri May 31 15:14:55.500 2019,MouseMove,
Fri May 31 15:14:55.510 2019,MouseMove,
Fri May 31 15:14:55.520 2019,MouseMove,
Fri May 31 15:14:55.524 2019,MouseMove,
Fri May 31 15:14:55.544 2019,MouseMove,
Fri May 31 15:14:55.550 2019,MouseMove,
Fri May 31 15:14:55.560 2019,MouseMove,
Fri May 31 15:14:55.564 2019,MouseMove,
Fri May 31 15:14:55.574 2019,MouseMove,
Fri May 31 15:14:55.584 2019,MouseMove,
Fri May 31 15:14:55.590 2019,MouseMove,
Fri May 31 15:14:55.600 2019,MouseMove,
Fri May 31 15:14:55.606 2019,MouseMove,
Fri May 31 15:14:55.616 2019,MouseMove,
Fri May 31 15:14:55.620 2019,MouseMove,
Fri May 31 15:14:55.629 2019,MouseMove,
Fri May 31 15:14:55.650 2019,MouseMove,
Fri May 31 15:14:55.656 2019,MouseMove,
Fri May 31 15:14:55.666 2019,MouseMove,
Fri May 31 15:14:55.670 2019,MouseMove,
Fri May 31 15:14:55.680 2019,MouseMove,
Fri May 31 15:14:55.690 2019,MouseMove,
Fri May 31 15:14:55.696 2019,MouseMove,
Fri May 31 15:14:55.706 2019,MouseMove,
Fri May 31 15:14:55.712 2019,MouseMove,
Fri May 31 15:14:55.722 2019,MouseMove,
Fri May 31 15:14:55.732 2019,MouseMove,
Fri May 31 15:14:55.735 2019,MouseMove,
Fri May 31 15:14:55.746 2019,MouseMove,
Fri May 31 15:14:55.752 2019,MouseMove,
Fri May 31 15:14:55.762 2019,MouseMove,
Fri May 31 15:14:55.766 2019,MouseMove,
Fri May 31 15:14:55.776 2019,MouseMove,
Fri May 31 15:14:55.786 2019,MouseMove,
Fri May 31 15:14:55.792 2019,MouseMove,
Fri May 31 15:14:55.802 2019,MouseMove,
Fri May 31 15:14:55.806 2019,MouseMove,
Fri May 31 15:14:57.850 2019,MouseMove,
Fri May 31 15:14:57.854 2019,MouseMove,
Fri May 31 15:14:57.864 2019,MouseMove,
Fri May 31 15:14:57.874 2019,MouseMove,
Fri May 31 15:14:57.880 2019,MouseMove,
Fri May 31 15:14:57.890 2019,MouseMove,
Fri May 31 15:14:57.894 2019,MouseMove,
Fri May 31 15:14:57.906 2019,MouseMove,
Fri May 31 15:14:57.916 2019,MouseMove,
Fri May 31 15:14:57.920 2019,MouseMove,
Fri May 31 15:14:57.930 2019,MouseMove,
Fri May 31 15:14:57.936 2019,MouseMove,
Fri May 31 15:14:57.946 2019,MouseMove,
Fri May 31 15:14:58.022 2019,MouseMove,
Fri May 31 15:14:58.032 2019,MouseMove,
Fri May 31 15:14:58.036 2019,MouseMove,
Fri May 31 15:14:58.046 2019,MouseMove,
Fri May 31 15:14:58.056 2019,MouseMove,
Fri May 31 15:14:58.062 2019,MouseMove,
Fri May 31 15:14:58.076 2019,MouseMove,
Fri May 31 15:14:58.086 2019,MouseMove,
Fri May 31 15:14:58.092 2019,MouseMove,
Fri May 31 15:14:58.112 2019,MouseMove,
Fri May 31 15:14:58.116 2019,MouseMove,
Fri May 31 15:14:58.128 2019,MouseMove,
Fri May 31 15:14:58.132 2019,MouseMove,
Fri May 31 15:14:58.142 2019,MouseMove,
Fri May 31 15:14:58.168 2019,MouseMove,
Fri May 31 15:14:58.172 2019,MouseMove,
Fri May 31 15:14:58.182 2019,MouseMove,
Fri May 31 15:14:58.188 2019,MouseMove,
Fri May 31 15:14:58.198 2019,MouseMove,
Fri May 31 15:14:58.202 2019,MouseMove,
Fri May 31 15:14:58.212 2019,MouseMove,
Fri May 31 15:14:58.222 2019,MouseMove,
Fri May 31 15:14:58.228 2019,MouseMove,
Fri May 31 15:14:58.238 2019,MouseMove,
Fri May 31 15:14:58.244 2019,MouseMove,
Fri May 31 15:14:58.254 2019,MouseMove,
Fri May 31 15:14:58.264 2019,MouseMove,
Fri May 31 15:14:58.268 2019,MouseMove,
Fri May 31 15:14:58.278 2019,MouseMove,
Fri May 31 15:14:58.284 2019,MouseMove,
Fri May 31 15:14:58.294 2019,MouseMove,
Fri May 31 15:14:58.304 2019,MouseMove,
Fri May 31 15:14:58.308 2019,MouseMove,
Fri May 31 15:14:58.318 2019,MouseMove,
Fri May 31 15:14:58.324 2019,MouseMove,
Fri May 31 15:14:58.334 2019,MouseMove,
Fri May 31 15:14:58.338 2019,MouseMove,
Fri May 31 15:14:58.348 2019,MouseMove,
Fri May 31 15:14:58.360 2019,MouseMove,
Fri May 31 15:14:58.364 2019,MouseMove,
Fri May 31 15:14:58.373 2019,MouseMove,
Fri May 31 15:14:58.380 2019,MouseMove,
Fri May 31 15:14:58.390 2019,MouseMove,
Fri May 31 15:14:58.400 2019,MouseMove,
Fri May 31 15:14:58.404 2019,MouseMove,
Fri May 31 15:14:58.414 2019,MouseMove,
Fri May 31 15:14:58.420 2019,MouseMove,
Fri May 31 15:14:58.430 2019,MouseMove,
Fri May 31 15:14:58.434 2019,MouseMove,
Fri May 31 15:14:58.444 2019,MouseMove,
Fri May 31 15:14:58.454 2019,MouseMove,
Fri May 31 15:14:58.460 2019,MouseMove,
Fri May 31 15:14:58.470 2019,MouseMove,
Fri May 31 15:14:58.476 2019,MouseMove,
Fri May 31 15:14:58.486 2019,MouseMove,
Fri May 31 15:14:58.496 2019,MouseMove,
Fri May 31 15:14:58.500 2019,MouseMove,
Fri May 31 15:14:58.510 2019,MouseMove,
Fri May 31 15:14:58.515 2019,MouseMove,
Fri May 31 15:14:58.526 2019,MouseMove,
Fri May 31 15:14:58.536 2019,MouseMove,
Fri May 31 15:14:58.540 2019,MouseMove,
Fri May 31 15:14:58.551 2019,MouseMove,
Fri May 31 15:14:58.556 2019,MouseMove,
Fri May 31 15:14:58.566 2019,MouseMove,
Fri May 31 15:14:58.570 2019,MouseMove,
Fri May 31 15:14:58.580 2019,MouseMove,
Fri May 31 15:14:58.612 2019,MouseMove,
Fri May 31 15:14:58.702 2019,MouseMove,
Fri May 31 15:14:58.718 2019,MouseMove,
Fri May 31 15:14:58.728 2019,MouseMove,
Fri May 31 15:14:58.732 2019,MouseMove,
Fri May 31 15:14:58.742 2019,MouseMove,
Fri May 31 15:14:58.748 2019,MouseMove,
Fri May 31 15:14:58.758 2019,MouseMove,
Fri May 31 15:14:58.768 2019,MouseMove,
Fri May 31 15:14:58.772 2019,MouseMove,
Fri May 31 15:14:58.782 2019,MouseMove,
Fri May 31 15:14:58.788 2019,MouseMove,
Fri May 31 15:14:58.798 2019,MouseMove,
Fri May 31 15:14:58.802 2019,MouseMove,
Fri May 31 15:14:58.812 2019,MouseMove,
Fri May 31 15:14:58.824 2019,MouseMove,
Fri May 31 15:14:58.828 2019,MouseMove,
Fri May 31 15:14:58.838 2019,MouseMove,
Fri May 31 15:14:58.844 2019,MouseMove,
Fri May 31 15:14:58.854 2019,MouseMove,
Fri May 31 15:14:58.864 2019,MouseMove,
Fri May 31 15:14:58.868 2019,MouseMove,
Fri May 31 15:14:58.878 2019,MouseMove,
Fri May 31 15:14:58.884 2019,MouseMove,
Fri May 31 15:14:58.894 2019,MouseMove,
Fri May 31 15:14:58.904 2019,MouseMove,
Fri May 31 15:14:58.908 2019,MouseMove,
Fri May 31 15:14:58.918 2019,MouseMove,
Fri May 31 15:14:58.924 2019,MouseMove,
Fri May 31 15:14:58.934 2019,MouseMove,
Fri May 31 15:14:58.940 2019,MouseMove,
Fri May 31 15:14:58.950 2019,MouseMove,
Fri May 31 15:14:58.960 2019,MouseMove,
Fri May 31 15:14:58.964 2019,MouseMove,
Fri May 31 15:14:58.974 2019,MouseMove,
Fri May 31 15:14:58.980 2019,MouseMove,
Fri May 31 15:14:58.990 2019,MouseMove,
Fri May 31 15:14:58.994 2019,MouseMove,
Fri May 31 15:14:59.004 2019,MouseMove,
Fri May 31 15:14:59.014 2019,MouseMove,
Fri May 31 15:14:59.030 2019,MouseMove,
Fri May 31 15:14:59.034 2019,MouseMove,
Fri May 31 15:14:59.044 2019,MouseMove,
Fri May 31 15:14:59.056 2019,MouseMove,
Fri May 31 15:14:59.060 2019,MouseMove,
Fri May 31 15:14:59.070 2019,MouseMove,
Fri May 31 15:14:59.076 2019,MouseMove,
Fri May 31 15:14:59.086 2019,MouseMove,
Fri May 31 15:14:59.090 2019,MouseMove,
Fri May 31 15:14:59.100 2019,MouseMove,
Fri May 31 15:14:59.120 2019,MouseMove,
Fri May 31 15:14:59.176 2019,MouseMove,
Fri May 31 15:14:59.182 2019,MouseMove,
Fri May 31 15:14:59.192 2019,MouseMove,
Fri May 31 15:14:59.196 2019,MouseMove,
Fri May 31 15:14:59.206 2019,MouseMove,
Fri May 31 15:14:59.212 2019,MouseMove,
Fri May 31 15:14:59.222 2019,MouseMove,
Fri May 31 15:14:59.232 2019,MouseMove,
Fri May 31 15:14:59.236 2019,MouseMove,
Fri May 31 15:14:59.246 2019,MouseMove,
Fri May 31 15:14:59.252 2019,MouseMove,
Fri May 31 15:14:59.262 2019,MouseMove,
Fri May 31 15:14:59.272 2019,MouseMove,
Fri May 31 15:14:59.276 2019,MouseMove,
Fri May 31 15:14:59.288 2019,MouseMove,
Fri May 31 15:14:59.292 2019,MouseMove,
Fri May 31 15:14:59.302 2019,MouseMove,
Fri May 31 15:14:59.308 2019,MouseMove,
Fri May 31 15:14:59.319 2019,MouseMove,
Fri May 31 15:14:59.328 2019,MouseMove,
Fri May 31 15:14:59.332 2019,MouseMove,
Fri May 31 15:14:59.342 2019,MouseMove,
Fri May 31 15:14:59.348 2019,MouseMove,
Fri May 31 15:14:59.358 2019,MouseMove,
Fri May 31 15:14:59.362 2019,MouseMove,
Fri May 31 15:14:59.372 2019,MouseMove,
Fri May 31 15:14:59.382 2019,MouseMove,
Fri May 31 15:14:59.398 2019,MouseMove,
Fri May 31 15:14:59.404 2019,MouseMove,
Fri May 31 15:14:59.424 2019,MouseMove,
Fri May 31 15:14:59.448 2019,MouseMove,
Fri May 31 15:14:59.454 2019,MouseMove,
Fri May 31 15:14:59.464 2019,MouseMove,
Fri May 31 15:14:59.468 2019,MouseMove,
Fri May 31 15:14:59.478 2019,MouseMove,
Fri May 31 15:14:59.488 2019,MouseMove,
Fri May 31 15:14:59.494 2019,MouseMove,
Fri May 31 15:14:59.504 2019,MouseMove,
Fri May 31 15:14:59.510 2019,MouseMove,
Fri May 31 15:14:59.520 2019,MouseMove,
Fri May 31 15:14:59.530 2019,MouseMove,
Fri May 31 15:14:59.534 2019,MouseMove,
Fri May 31 15:14:59.543 2019,MouseMove,
Fri May 31 15:14:59.550 2019,MouseMove,
Fri May 31 15:14:59.560 2019,MouseMove,
