Time,HeartRate
2019-10-29 17:07:13,80
2019-10-29 17:42:09,73
2019-10-29 17:42:15,78
2019-10-29 17:42:20,79
2019-10-29 17:42:23,80
2019-10-29 17:42:26,78
2019-10-29 17:42:34,73
2019-10-29 17:42:40,73
2019-10-29 17:42:43,71
2019-10-29 17:42:50,70
2019-10-29 17:42:53,71
2019-10-29 17:43:00,72
2019-10-29 17:43:01,72
2019-10-29 17:43:08,72
2019-10-29 17:43:15,72
2019-10-29 17:43:17,72
2019-10-29 17:43:24,72
2019-10-29 17:43:27,72
2019-10-29 17:43:33,72
2019-10-29 17:43:40,71
2019-10-29 17:43:43,71
2019-10-29 17:43:46,71
2019-10-29 17:43:51,72
2019-10-29 17:43:57,73
2019-10-29 17:44:02,73
2019-10-29 17:44:07,73
2019-10-29 17:44:14,73
2019-10-29 17:44:17,72
2019-10-29 17:44:22,73
2019-10-29 17:44:28,74
2019-10-29 17:44:33,73
2019-10-29 17:44:37,72
2019-10-29 17:44:41,74
2019-10-29 17:44:47,75
2019-10-29 17:44:53,73
2019-10-29 17:44:57,72
2019-10-29 17:45:01,77
2019-10-29 17:45:10,71
2019-10-29 17:45:15,71
2019-10-29 17:45:19,72
2019-10-29 17:45:25,71
2019-10-29 17:45:28,72
2019-10-29 17:45:35,72
2019-10-29 17:45:36,71
2019-10-29 17:45:44,72
2019-10-29 17:45:49,72
2019-10-29 17:45:55,72
2019-10-29 17:45:59,73
2019-10-29 17:46:01,73
2019-10-29 17:46:07,74
2019-10-29 17:46:11,73
2019-10-29 17:46:20,70
2019-10-29 17:46:23,70
2019-10-29 17:46:30,70
2019-10-29 17:46:33,70
2019-10-29 17:46:36,71
2019-10-29 17:46:41,73
2019-10-29 17:46:46,73
2019-10-29 17:46:51,73
2019-10-29 17:47:10,74
2019-10-29 17:47:13,72
2019-10-29 17:47:18,70
2019-10-29 17:47:23,70
2019-10-29 17:47:28,70
2019-10-29 17:47:32,70
2019-10-29 17:47:37,70
2019-10-29 17:47:41,67
2019-10-29 17:47:50,79
2019-10-29 17:47:51,79
2019-10-29 17:47:57,80
2019-10-29 17:48:05,71
2019-10-29 17:48:08,73
2019-10-29 17:48:11,73
2019-10-29 17:48:19,80
2019-10-29 17:48:25,78
2019-10-29 17:48:30,71
2019-10-29 17:48:35,68
2019-10-29 17:48:37,70
2019-10-29 17:48:45,71
2019-10-29 17:48:49,71
2019-10-29 17:48:55,71
2019-10-29 17:48:56,70
2019-10-29 17:49:01,71
2019-10-29 17:49:09,71
2019-10-29 17:49:14,72
2019-10-29 17:49:16,72
2019-10-29 17:49:25,77
2019-10-29 17:49:30,77
2019-10-29 17:49:33,76
2019-10-29 17:49:39,75
2019-10-29 17:49:43,75
2019-10-29 17:49:49,79
2019-10-29 17:49:55,79
2019-10-29 17:49:56,79
2019-10-29 17:50:05,77
2019-10-29 17:50:08,76
2019-10-29 17:50:11,77
2019-10-29 17:50:17,78
2019-10-29 17:50:25,72
2019-10-29 17:50:29,70
2019-10-29 17:50:34,71
2019-10-29 17:50:38,72
2019-10-29 17:50:43,69
2019-10-29 17:50:46,70
2019-10-29 17:50:51,75
2019-10-29 17:51:00,73
2019-10-29 17:51:05,72
2019-10-29 17:51:08,72
2019-10-29 17:51:15,74
2019-10-29 17:51:16,75
2019-10-29 17:51:24,76
2019-10-29 17:51:30,75
2019-10-29 17:51:31,76
2019-10-29 17:51:39,77
2019-10-29 17:51:41,77
2019-10-29 17:51:49,77
2019-10-29 17:51:51,78
2019-10-29 17:52:09,76
2019-10-29 17:52:15,76
2019-10-29 17:52:19,77
2019-10-29 17:52:23,76
2019-10-29 17:52:30,74
2019-10-29 17:52:34,74
2019-10-29 17:52:40,73
2019-10-29 17:52:43,73
2019-10-29 17:52:50,73
2019-10-29 17:52:52,73
2019-10-29 17:52:58,75
2019-10-29 17:53:01,77
2019-10-29 17:53:09,72
2019-10-29 17:53:15,78
2019-10-29 17:53:18,75
2019-10-29 17:53:23,74
2019-10-29 17:53:28,73
2019-10-29 17:53:35,70
2019-10-29 17:53:38,71
2019-10-29 17:53:41,74
2019-10-29 17:53:48,80
2019-10-29 17:53:51,81
2019-10-29 17:53:56,90
2019-10-29 17:54:05,89
2019-10-29 17:54:07,87
2019-10-29 17:54:14,82
2019-10-29 17:54:17,81
2019-10-29 17:54:23,80
2019-10-29 17:54:26,80
2019-10-29 17:54:35,82
2019-10-29 17:54:38,80
2019-10-29 17:54:44,77
2019-10-29 17:54:50,74
2019-10-29 17:54:55,75
2019-10-29 17:55:00,76
2019-10-29 17:55:02,75
2019-10-29 17:55:10,77
2019-10-29 17:55:15,79
2019-10-29 17:55:17,79
2019-10-29 17:55:25,81
2019-10-29 17:55:30,80
2019-10-29 17:55:31,79
2019-10-29 17:55:36,77
2019-10-29 17:55:45,88
2019-10-29 17:55:48,89
2019-10-29 17:55:55,88
2019-10-29 17:56:00,85
2019-10-29 17:56:05,82
2019-10-29 17:56:06,82
2019-10-29 17:56:13,80
2019-10-29 17:56:16,80
2019-10-29 17:56:25,84
2019-10-29 17:56:30,79
2019-10-29 17:56:33,78
2019-10-29 17:56:38,74
2019-10-29 17:56:45,77
2019-10-29 17:56:46,77
2019-10-29 17:56:55,74
2019-10-29 17:56:57,74
2019-10-29 17:57:01,72
2019-10-29 17:57:10,70
2019-10-29 17:57:14,74
2019-10-29 17:57:18,75
2019-10-29 17:57:22,75
2019-10-29 17:57:29,75
2019-10-29 17:57:35,73
2019-10-29 17:57:39,71
2019-10-29 17:57:42,70
2019-10-29 17:57:50,77
2019-10-29 17:57:54,78
2019-10-29 17:57:56,77
2019-10-29 17:58:01,76
2019-10-29 17:58:10,75
2019-10-29 17:58:14,75
2019-10-29 17:58:19,74
2019-10-29 17:58:21,74
2019-10-29 17:58:30,73
2019-10-29 17:58:31,73
2019-10-29 17:58:38,73
2019-10-29 17:58:42,72
2019-10-29 17:58:47,71
2019-10-29 17:58:54,70
2019-10-29 17:59:00,71
2019-10-29 17:59:05,72
2019-10-29 17:59:09,72
2019-10-29 17:59:11,72
2019-10-29 17:59:20,77
2019-10-29 17:59:25,74
2019-10-29 17:59:26,73
2019-10-29 17:59:35,68
2019-10-29 17:59:38,69
2019-10-29 17:59:45,77
2019-10-29 17:59:50,76
2019-10-29 17:59:51,75
2019-10-29 18:00:00,67
2019-10-29 18:00:04,69
2019-10-29 18:00:10,68
2019-10-29 18:00:11,68
2019-10-29 18:00:16,69
2019-10-29 18:00:25,73
2019-10-29 18:00:30,74
2019-10-29 18:00:31,74
2019-10-29 18:00:37,76
2019-10-29 18:00:45,74
2019-10-29 18:00:47,72
2019-10-29 18:00:55,72
2019-10-29 18:00:56,72
2019-10-29 18:01:01,71
2019-10-29 18:01:10,80
2019-10-29 18:01:11,79
2019-10-29 18:01:20,71
2019-10-29 18:01:24,71
2019-10-29 18:01:26,72
2019-10-29 18:01:35,76
2019-10-29 18:01:40,75
2019-10-29 18:01:45,76
2019-10-29 18:01:48,75
2019-10-29 18:01:55,75
2019-10-29 18:01:57,76
2019-10-29 18:02:01,80
2019-10-29 18:02:09,77
2019-10-29 18:02:11,76
2019-10-29 18:02:20,74
2019-10-29 18:02:25,74
2019-10-29 18:02:28,73
2019-10-29 18:02:32,73
