Frame#,Time,Timestamp,ROI,Breathing
0,0,Mon Oct 21 11:58:46.675 2019,28.84676,-1
2,0.0857705,Mon Oct 21 11:58:46.761 2019,28.8547,-1
4,0.1535894,Mon Oct 21 11:58:46.828 2019,28.8594,-1
5,0.2004638,Mon Oct 21 11:58:46.875 2019,28.85541,-1
6,0.2543201,Mon Oct 21 11:58:46.929 2019,28.86333,-1
7,0.3061814,Mon Oct 21 11:58:46.981 2019,28.8728,-1
8,0.3560482,Mon Oct 21 11:58:47.031 2019,28.87587,-1
9,0.4029234,Mon Oct 21 11:58:47.078 2019,28.8766,-1
10,0.451792,Mon Oct 21 11:58:47.127 2019,28.88522,-1
11,0.5036542,Mon Oct 21 11:58:47.178 2019,28.88515,-1
12,0.5664859,Mon Oct 21 11:58:47.241 2019,28.87802,-1
13,0.6153555,Mon Oct 21 11:58:47.290 2019,28.87517,-1
14,0.7370285,Mon Oct 21 11:58:47.412 2019,28.90196,-1
16,1.052186,Mon Oct 21 11:58:47.727 2019,28.90184,-1
17,1.131973,Mon Oct 21 11:58:47.807 2019,28.90723,-1
19,1.340416,Mon Oct 21 11:58:48.015 2019,28.90366,-1
20,1.445137,Mon Oct 21 11:58:48.120 2019,28.8825,-1
22,1.60771,Mon Oct 21 11:58:48.283 2019,28.87426,-1
23,1.666543,Mon Oct 21 11:58:48.341 2019,28.88255,-1
24,1.723392,Mon Oct 21 11:58:48.398 2019,28.88712,-1
25,1.773258,Mon Oct 21 11:58:48.448 2019,28.8871,-1
26,1.834095,Mon Oct 21 11:58:48.509 2019,28.89006,-1
27,1.891941,Mon Oct 21 11:58:48.567 2019,28.89433,-1
28,1.953776,Mon Oct 21 11:58:48.629 2019,28.90201,-1
29,2.001648,Mon Oct 21 11:58:48.676 2019,28.90797,-1
30,2.058496,Mon Oct 21 11:58:48.733 2019,28.91175,-1
31,2.113349,Mon Oct 21 11:58:48.788 2019,28.91223,-1
32,2.166209,Mon Oct 21 11:58:48.841 2019,28.92064,-1
33,2.221061,Mon Oct 21 11:58:48.896 2019,28.91165,-1
34,2.274917,Mon Oct 21 11:58:48.950 2019,28.9067,-1
35,2.327775,Mon Oct 21 11:58:49.003 2019,28.90039,-1
36,2.376645,Mon Oct 21 11:58:49.051 2019,28.89681,-1
37,2.432496,Mon Oct 21 11:58:49.107 2019,28.89793,-1
38,2.49433,Mon Oct 21 11:58:49.169 2019,28.90797,-1
39,2.539211,Mon Oct 21 11:58:49.214 2019,28.9086,-1
40,2.589077,Mon Oct 21 11:58:49.264 2019,28.9154,-1
41,2.637947,Mon Oct 21 11:58:49.313 2019,28.922,-1
42,2.694794,Mon Oct 21 11:58:49.370 2019,28.92813,-1
43,2.758177,Mon Oct 21 11:58:49.433 2019,28.93188,-1
44,2.824998,Mon Oct 21 11:58:49.500 2019,28.9239,-1
45,2.911766,Mon Oct 21 11:58:49.587 2019,28.9193,-1
46,2.956645,Mon Oct 21 11:58:49.631 2019,28.916,-1
47,3.017484,Mon Oct 21 11:58:49.692 2019,28.91352,-1
48,3.094278,Mon Oct 21 11:58:49.769 2019,28.91708,-1
49,3.140155,Mon Oct 21 11:58:49.815 2019,28.91734,-1
50,3.207975,Mon Oct 21 11:58:49.883 2019,28.91077,-1
51,3.283772,Mon Oct 21 11:58:49.959 2019,28.91562,-1
52,3.352587,Mon Oct 21 11:58:50.027 2019,28.916,-1
53,3.429382,Mon Oct 21 11:58:50.104 2019,28.9141,-1
54,3.525126,Mon Oct 21 11:58:50.200 2019,28.89915,-1
55,3.580023,Mon Oct 21 11:58:50.255 2019,28.88995,-1
56,3.632881,Mon Oct 21 11:58:50.308 2019,28.88867,-1
57,3.699703,Mon Oct 21 11:58:50.375 2019,28.86891,-1
58,3.759542,Mon Oct 21 11:58:50.434 2019,28.85303,-1
59,3.82038,Mon Oct 21 11:58:50.495 2019,28.84987,-1
60,3.873239,Mon Oct 21 11:58:50.548 2019,28.84276,-1
61,3.932081,Mon Oct 21 11:58:50.607 2019,28.84857,-1
62,3.992918,Mon Oct 21 11:58:50.668 2019,28.84665,-1
