Time,HeartRate
2019-10-21 16:38:20,78
2019-10-21 16:53:28,113
2019-10-21 16:53:44,144
2019-10-21 16:53:51,144
2019-10-21 16:53:52,143
2019-10-21 16:53:57,137
2019-10-21 17:01:10,68
2019-10-21 17:01:15,69
2019-10-21 17:01:20,66
2019-10-21 17:01:25,68
2019-10-21 17:01:29,68
2019-10-21 17:01:35,71
2019-10-21 17:01:38,71
2019-10-21 17:01:44,71
2019-10-21 17:01:48,72
2019-10-21 17:01:54,71
2019-10-21 17:01:57,71
2019-10-21 17:02:01,72
2019-10-21 17:02:10,73
2019-10-21 17:02:11,74
2019-10-21 17:02:18,73
2019-10-21 17:02:21,73
2019-10-21 17:02:28,74
2019-10-21 17:02:35,73
2019-10-21 17:02:36,75
2019-10-21 17:02:45,69
2019-10-21 17:02:50,72
2019-10-21 17:02:51,72
2019-10-21 17:02:58,72
2019-10-21 17:03:01,72
2019-10-21 17:03:10,72
2019-10-21 17:03:11,73
2019-10-21 17:03:20,71
2019-10-21 17:03:25,74
2019-10-21 17:03:27,75
2019-10-21 17:03:33,76
2019-10-21 17:03:37,76
2019-10-21 17:03:45,73
2019-10-21 17:03:46,73
2019-10-21 17:03:54,72
2019-10-21 17:04:00,67
2019-10-21 17:04:05,69
2019-10-21 17:04:08,70
2019-10-21 17:04:14,69
2019-10-21 17:04:18,70
2019-10-21 17:04:22,71
2019-10-21 17:04:28,73
2019-10-21 17:04:31,73
2019-10-21 17:04:38,75
2019-10-21 17:04:44,74
2019-10-21 17:04:50,74
2019-10-21 17:04:53,73
2019-10-21 17:04:56,72
2019-10-21 17:05:01,72
2019-10-21 17:05:10,74
2019-10-21 17:05:12,73
2019-10-21 17:05:16,73
2019-10-21 17:05:21,71
2019-10-21 17:05:30,70
2019-10-21 17:05:32,70
2019-10-21 17:05:36,71
2019-10-21 17:05:42,72
2019-10-21 17:05:49,72
2019-10-21 17:05:52,71
2019-10-21 17:05:58,70
2019-10-21 17:06:10,72
2019-10-21 17:06:14,71
2019-10-21 17:06:16,71
2019-10-21 17:06:21,74
2019-10-21 17:06:30,87
2019-10-21 17:06:34,85
2019-10-21 17:06:40,75
2019-10-21 17:06:43,71
2019-10-21 17:06:50,79
2019-10-21 17:06:53,78
2019-10-21 17:07:00,73
2019-10-21 17:07:04,73
2019-10-21 17:07:09,73
2019-10-21 17:07:12,73
2019-10-21 17:07:16,74
2019-10-21 17:07:25,80
2019-10-21 17:07:29,78
2019-10-21 17:07:32,77
2019-10-21 17:07:37,81
2019-10-21 17:07:44,83
2019-10-21 17:07:48,79
2019-10-21 17:07:51,83
2019-10-21 17:08:00,96
2019-10-21 17:08:02,97
2019-10-21 17:08:10,85
2019-10-21 17:08:15,87
2019-10-21 17:08:16,87
2019-10-21 17:08:25,78
2019-10-21 17:08:28,79
2019-10-21 17:08:35,74
2019-10-21 17:08:36,74
2019-10-21 17:08:44,69
2019-10-21 17:08:48,68
2019-10-21 17:08:55,72
2019-10-21 17:08:57,71
2019-10-21 17:09:03,72
2019-10-21 17:09:09,74
2019-10-21 17:09:15,73
2019-10-21 17:09:19,75
2019-10-21 17:09:22,76
2019-10-21 17:09:27,77
2019-10-21 17:09:31,78
2019-10-21 17:09:38,84
2019-10-21 17:09:44,80
2019-10-21 17:09:46,78
2019-10-21 17:09:55,77
2019-10-21 17:10:00,78
2019-10-21 17:10:01,78
2019-10-21 17:10:10,80
2019-10-21 17:10:11,80
2019-10-21 17:10:19,80
2019-10-21 17:10:24,80
2019-10-21 17:10:27,80
2019-10-21 17:10:31,79
2019-10-21 17:10:39,83
2019-10-21 17:10:44,82
2019-10-21 17:10:50,80
2019-10-21 17:10:54,78
2019-10-21 17:10:56,77
2019-10-21 17:11:03,75
2019-10-21 17:11:11,73
2019-10-21 17:11:16,71
2019-10-21 17:11:19,72
2019-10-21 17:11:22,73
2019-10-21 17:11:27,76
2019-10-21 17:11:36,84
2019-10-21 17:11:39,84
2019-10-21 17:11:45,81
2019-10-21 17:11:49,79
2019-10-21 17:11:55,77
2019-10-21 17:11:57,77
2019-10-21 17:12:04,74
2019-10-21 17:12:07,76
2019-10-21 17:12:15,79
2019-10-21 17:12:18,80
2019-10-21 17:12:22,77
2019-10-21 17:12:27,76
2019-10-21 17:12:32,76
2019-10-21 17:12:41,74
2019-10-21 17:12:45,74
2019-10-21 17:12:47,74
2019-10-21 17:12:56,78
2019-10-21 17:12:57,78
2019-10-21 17:13:02,84
2019-10-21 17:13:09,85
2019-10-21 17:13:16,73
2019-10-21 17:13:20,73
2019-10-21 17:13:26,75
2019-10-21 17:13:30,75
2019-10-21 17:13:32,75
2019-10-21 17:13:37,80
2019-10-21 17:13:46,75
2019-10-21 17:13:49,76
2019-10-21 17:13:54,79
2019-10-21 17:14:01,76
2019-10-21 17:14:02,76
2019-10-21 17:14:11,71
2019-10-21 17:14:16,73
2019-10-21 17:14:21,74
2019-10-21 17:14:26,72
2019-10-21 17:14:27,72
2019-10-21 17:14:32,75
2019-10-21 17:14:39,76
2019-10-21 17:14:46,76
2019-10-21 17:14:50,75
2019-10-21 17:14:53,74
2019-10-21 17:15:01,76
2019-10-21 17:15:02,76
2019-10-21 17:15:09,81
2019-10-21 17:15:16,78
2019-10-21 17:15:21,78
2019-10-21 17:15:22,78
2019-10-21 17:15:30,74
2019-10-21 17:15:34,74
2019-10-21 17:15:40,74
2019-10-21 17:15:42,76
2019-10-21 17:15:47,81
2019-10-21 17:15:56,78
2019-10-21 17:15:59,78
2019-10-21 17:16:02,76
2019-10-21 17:16:11,79
2019-10-21 17:16:15,80
2019-10-21 17:16:17,82
2019-10-21 17:16:26,80
2019-10-21 17:16:27,79
2019-10-21 17:16:36,75
2019-10-21 17:16:38,76
2019-10-21 17:16:42,77
2019-10-21 17:16:48,84
2019-10-21 17:16:56,80
2019-10-21 17:16:58,79
2019-10-21 17:17:04,74
2019-10-21 17:17:10,74
2019-10-21 17:17:15,74
2019-10-21 17:17:17,74
2019-10-21 17:17:22,75
2019-10-21 17:17:30,77
2019-10-21 17:17:33,76
2019-10-21 17:17:40,81
2019-10-21 17:17:42,79
2019-10-21 17:17:51,76
2019-10-21 17:17:52,76
2019-10-21 17:18:00,77
2019-10-21 17:18:05,78
2019-10-21 17:18:10,79
2019-10-21 17:18:15,79
2019-10-21 17:18:21,80
2019-10-21 17:18:23,81
2019-10-21 17:18:31,82
2019-10-21 17:18:33,81
2019-10-21 17:18:38,87
2019-10-21 17:18:46,78
