Time,HeartRate
2019-05-30 14:55:42,81
2019-05-30 18:11:43,91
2019-05-30 18:26:48,67
2019-05-30 18:48:38,77
2019-05-30 18:52:47,76
2019-05-30 19:04:19,79
2019-05-30 19:04:24,85
2019-05-30 19:04:26,83
2019-05-30 19:04:34,76
2019-05-30 19:04:38,75
2019-05-30 19:04:40,74
2019-05-30 19:04:46,81
2019-05-30 19:04:54,83
2019-05-30 19:04:58,84
2019-05-30 19:05:04,88
2019-05-30 19:05:06,88
2019-05-30 19:05:14,90
2019-05-30 19:05:15,89
2019-05-30 19:05:23,82
2019-05-30 19:05:29,87
2019-05-30 19:05:31,85
2019-05-30 19:05:35,83
2019-05-30 19:05:44,84
2019-05-30 19:05:45,84
2019-05-30 19:05:52,89
2019-05-30 19:05:55,86
2019-05-30 19:06:00,90
2019-05-30 19:06:09,79
2019-05-30 19:06:14,77
2019-05-30 19:06:16,77
2019-05-30 19:06:24,83
2019-05-30 19:06:27,82
2019-05-30 19:06:30,79
2019-05-30 19:06:36,76
2019-05-30 19:06:44,96
2019-05-30 19:06:49,99
2019-05-30 19:06:51,100
2019-05-30 19:06:55,104
2019-05-30 19:07:00,97
2019-05-30 19:07:09,87
2019-05-30 19:07:10,87
2019-05-30 19:07:19,82
2019-05-30 19:07:23,84
2019-05-30 19:07:29,79
2019-05-30 19:07:32,80
2019-05-30 19:07:39,82
2019-05-30 19:07:42,82
2019-05-30 19:07:45,80
2019-05-30 19:07:52,86
2019-05-30 19:07:59,80
2019-05-30 19:08:02,79
2019-05-30 19:08:09,75
2019-05-30 19:08:14,77
2019-05-30 19:08:17,78
2019-05-30 19:08:24,78
2019-05-30 19:08:29,78
2019-05-30 19:08:30,79
2019-05-30 19:08:35,80
2019-05-30 19:08:44,90
2019-05-30 19:08:49,85
2019-05-30 19:08:53,83
2019-05-30 19:08:55,83
2019-05-30 19:09:04,80
2019-05-30 19:09:05,80
2019-05-30 19:09:14,98
2019-05-30 19:09:18,95
2019-05-30 19:09:23,91
2019-05-30 19:09:29,86
2019-05-30 19:09:34,83
2019-05-30 19:09:36,84
2019-05-30 19:09:44,91
2019-05-30 19:09:45,90
2019-05-30 19:09:53,84
2019-05-30 19:09:55,83
2019-05-30 19:10:04,78
2019-05-30 19:10:07,79
2019-05-30 19:10:11,79
2019-05-30 19:10:19,83
2019-05-30 19:10:24,82
2019-05-30 19:10:28,81
2019-05-30 19:10:32,83
2019-05-30 19:10:35,83
2019-05-30 19:10:44,84
2019-05-30 19:10:45,83
2019-05-30 19:10:52,82
2019-05-30 19:10:57,83
2019-05-30 19:11:01,85
2019-05-30 19:11:05,86
2019-05-30 19:11:13,83
2019-05-30 19:11:15,84
2019-05-30 19:11:23,87
2019-05-30 19:11:25,85
2019-05-30 19:11:34,82
2019-05-30 19:11:35,81
2019-05-30 19:11:42,80
2019-05-30 19:11:48,81
2019-05-30 19:11:53,80
2019-05-30 19:11:57,79
2019-05-30 19:12:00,79
2019-05-30 19:12:09,74
2019-05-30 19:12:12,74
2019-05-30 19:12:19,74
2019-05-30 19:12:24,77
2019-05-30 19:12:29,77
2019-05-30 19:12:34,77
2019-05-30 19:12:38,78
2019-05-30 19:12:40,78
2019-05-30 19:12:46,78
2019-05-30 19:12:50,81
2019-05-30 19:12:57,85
2019-05-30 19:13:00,80
2019-05-30 19:13:08,77
2019-05-30 19:13:10,80
2019-05-30 19:13:19,106
2019-05-30 19:13:24,111
2019-05-30 19:13:25,110
2019-05-30 19:13:30,99
2019-05-30 19:13:35,92
2019-05-30 19:13:44,81
2019-05-30 19:13:49,80
2019-05-30 19:13:51,80
2019-05-30 19:13:59,75
2019-05-30 19:14:02,76
2019-05-30 19:14:08,79
2019-05-30 19:14:10,78
2019-05-30 19:14:19,75
2019-05-30 19:14:21,74
2019-05-30 19:14:28,73
2019-05-30 19:14:30,74
2019-05-30 19:14:39,78
2019-05-30 19:14:42,76
2019-05-30 19:14:45,79
2019-05-30 19:14:51,85
2019-05-30 19:14:57,80
2019-05-30 19:15:04,75
2019-05-30 19:15:05,75
2019-05-30 19:15:13,81
2019-05-30 19:15:15,78
2019-05-30 19:15:24,76
2019-05-30 19:15:29,76
2019-05-30 19:15:34,75
2019-05-30 19:15:39,76
2019-05-30 19:15:44,76
2019-05-30 19:15:45,77
2019-05-30 19:15:50,79
2019-05-30 19:15:55,90
2019-05-30 19:16:04,79
2019-05-30 19:16:09,77
2019-05-30 19:16:14,76
2019-05-30 19:16:18,76
2019-05-30 19:16:24,73
2019-05-30 19:16:29,73
2019-05-30 19:16:30,74
2019-05-30 19:16:36,75
