Time,HeartRate
2019-10-08 13:51:35,97
2019-10-08 13:51:45,68
2019-10-08 13:51:46,67
2019-10-08 13:51:54,74
2019-10-08 13:55:58,67
2019-10-08 13:56:03,67
2019-10-08 13:56:06,69
2019-10-08 13:56:13,73
2019-10-08 13:56:18,74
2019-10-08 13:56:19,75
2019-10-08 13:56:27,72
2019-10-08 13:56:33,71
2019-10-08 13:56:34,71
2019-10-08 13:56:43,64
2019-10-08 13:56:44,64
2019-10-08 13:56:53,69
2019-10-08 13:56:57,67
2019-10-08 13:56:59,68
2019-10-08 13:57:05,69
2019-10-08 13:57:13,69
2019-10-08 13:57:15,68
2019-10-08 13:57:23,69
2019-10-08 13:57:26,67
2019-10-08 13:57:30,67
2019-10-08 13:57:34,68
2019-10-08 13:57:43,67
2019-10-08 13:57:45,67
2019-10-08 13:57:49,67
2019-10-08 13:57:55,63
2019-10-08 13:58:02,69
2019-10-08 13:58:08,69
2019-10-08 13:58:13,70
2019-10-08 13:58:16,70
2019-10-08 13:58:19,68
2019-10-08 13:58:28,71
2019-10-08 13:58:29,71
2019-10-08 13:58:38,69
2019-10-08 13:58:42,69
2019-10-08 13:58:48,68
2019-10-08 13:58:49,68
2019-10-08 13:58:54,70
2019-10-08 13:59:00,71
2019-10-08 13:59:07,68
2019-10-08 13:59:09,69
2019-10-08 13:59:18,69
2019-10-08 13:59:20,69
2019-10-08 13:59:26,67
2019-10-08 13:59:29,68
2019-10-08 13:59:34,64
2019-10-08 13:59:41,62
2019-10-08 13:59:48,63
2019-10-08 13:59:51,63
2019-10-08 13:59:57,62
2019-10-08 14:00:02,62
2019-10-08 14:00:08,65
2019-10-08 14:00:09,65
2019-10-08 14:00:18,62
2019-10-08 14:00:22,62
2019-10-08 14:00:27,65
2019-10-08 14:00:31,66
2019-10-08 14:00:34,65
2019-10-08 14:00:40,67
2019-10-08 14:00:48,69
2019-10-08 14:00:55,69
2019-10-08 14:01:00,66
2019-10-08 14:01:08,66
2019-10-08 14:01:11,67
2019-10-08 14:01:18,68
2019-10-08 14:01:23,69
2019-10-08 14:01:28,69
2019-10-08 14:01:30,68
2019-10-08 14:01:35,69
2019-10-08 14:01:39,69
2019-10-08 14:01:48,73
2019-10-08 14:01:53,73
2019-10-08 14:01:55,73
2019-10-08 14:02:00,72
2019-10-08 14:02:05,72
2019-10-08 14:02:13,67
2019-10-08 14:02:18,65
2019-10-08 14:02:22,64
2019-10-08 14:02:24,64
2019-10-08 14:02:33,64
2019-10-08 14:02:38,65
2019-10-08 14:02:43,65
2019-10-08 14:02:48,65
2019-10-08 14:02:50,65
2019-10-08 14:02:54,67
2019-10-08 14:03:03,68
2019-10-08 14:03:05,68
2019-10-08 14:03:11,70
2019-10-08 14:03:14,71
2019-10-08 14:03:21,70
2019-10-08 14:03:26,66
2019-10-08 14:03:33,65
2019-10-08 14:03:38,66
2019-10-08 14:03:40,66
2019-10-08 14:03:48,67
2019-10-08 14:03:51,67
2019-10-08 14:03:54,67
2019-10-08 14:03:59,62
2019-10-08 14:04:08,70
2019-10-08 14:04:13,71
2019-10-08 14:04:17,70
2019-10-08 14:04:19,70
2019-10-08 14:04:28,66
2019-10-08 14:04:31,65
2019-10-08 14:04:37,61
2019-10-08 14:04:43,64
2019-10-08 14:04:47,63
2019-10-08 14:04:49,64
2019-10-08 14:04:57,68
2019-10-08 14:04:59,66
2019-10-08 14:05:07,65
2019-10-08 14:05:13,65
2019-10-08 14:05:18,68
2019-10-08 14:05:19,69
2019-10-08 14:05:27,69
2019-10-08 14:05:33,66
2019-10-08 14:05:35,68
2019-10-08 14:05:39,71
2019-10-08 14:05:45,76
2019-10-08 14:05:53,77
2019-10-08 14:05:58,74
2019-10-08 14:06:02,75
2019-10-08 14:06:08,73
2019-10-08 14:06:11,73
2019-10-08 14:06:14,73
2019-10-08 14:06:23,68
2019-10-08 14:06:28,68
2019-10-08 14:06:33,67
2019-10-08 14:06:37,68
2019-10-08 14:06:40,69
2019-10-08 14:06:44,70
2019-10-08 14:06:50,68
2019-10-08 14:06:58,66
2019-10-08 14:07:02,65
2019-10-08 14:07:08,65
2019-10-08 14:07:11,66
2019-10-08 14:07:18,66
2019-10-08 14:07:21,67
2019-10-08 14:07:24,67
2019-10-08 14:07:33,69
2019-10-08 14:07:38,68
2019-10-08 14:07:41,67
2019-10-08 14:07:47,70
2019-10-08 14:07:53,67
2019-10-08 14:07:56,67
2019-10-08 14:07:59,69
2019-10-08 14:08:08,68
2019-10-08 14:08:13,68
2019-10-08 14:08:14,68
2019-10-08 14:08:19,68
2019-10-08 14:08:28,68
2019-10-08 14:08:29,68
2019-10-08 14:08:34,66
2019-10-08 14:08:39,70
2019-10-08 14:08:44,75
2019-10-08 14:08:49,83
2019-10-08 14:08:58,92
2019-10-08 14:09:03,88
2019-10-08 14:09:08,85
2019-10-08 14:09:10,85
2019-10-08 14:09:14,81
2019-10-08 14:09:22,75
2019-10-08 14:09:25,75
2019-10-08 14:09:33,68
2019-10-08 14:09:38,68
2019-10-08 14:09:43,70
2019-10-08 14:09:48,69
2019-10-08 14:09:50,70
2019-10-08 14:09:58,74
2019-10-08 14:10:01,72
2019-10-08 14:10:08,68
2019-10-08 14:10:12,66
2019-10-08 14:10:18,66
2019-10-08 14:10:21,69
2019-10-08 14:10:25,69
2019-10-08 14:10:30,64
2019-10-08 14:10:35,67
2019-10-08 14:10:43,69
2019-10-08 14:10:48,65
2019-10-08 14:10:58,64
2019-10-08 14:11:02,64
2019-10-08 14:11:04,63
2019-10-08 14:11:09,65
2019-10-08 14:11:14,67
2019-10-08 14:11:19,66
2019-10-08 14:11:24,68
2019-10-08 14:11:29,75
2019-10-08 14:11:38,79
2019-10-08 14:11:39,81
2019-10-08 14:11:47,79
2019-10-08 14:11:53,73
2019-10-08 14:11:58,69
2019-10-08 14:11:59,70
2019-10-08 14:12:06,70
2019-10-08 14:12:10,70
2019-10-08 14:12:18,68
2019-10-08 14:12:21,67
2019-10-08 14:12:24,69
2019-10-08 14:12:33,71
2019-10-08 14:12:35,70
2019-10-08 14:12:41,67
2019-10-08 14:12:44,68
2019-10-08 14:12:49,70
2019-10-08 14:12:57,66
2019-10-08 14:13:03,68
2019-10-08 14:13:08,70
2019-10-08 14:13:10,72
2019-10-08 14:13:17,69
2019-10-08 14:13:19,67
2019-10-08 14:13:26,68
2019-10-08 14:13:33,63
