Session,StartTime,startTimestamp,EndTime,EndTimestamp,Comment
Session 1,20.79035,Fri Feb 15 12:07:00.350 2019,268.3386,Fri Feb 15 12:11:00.898 2019,"Subject a moved a lot during baseline
Opened his eyes after some time"
