Frame#,Time,Timestamp,ROI,Breathing
0,0,Fri Feb 15 12:06:36.560 2019,32.2014,-1
2,0.1240004,Fri Feb 15 12:06:36.684 2019,32.19805,-1
3,0.1770733,Fri Feb 15 12:06:36.737 2019,32.18599,-1
4,0.219232,Fri Feb 15 12:06:36.779 2019,32.17811,-1
5,0.2618903,Fri Feb 15 12:06:36.822 2019,32.16793,-1
6,0.3090079,Fri Feb 15 12:06:36.869 2019,32.15014,-1
7,0.3531526,Fri Feb 15 12:06:36.913 2019,32.14929,-1
8,0.3972965,Fri Feb 15 12:06:36.957 2019,32.12429,-1
9,0.4384648,Fri Feb 15 12:06:36.998 2019,32.10405,-1
11,0.5118734,Fri Feb 15 12:06:37.072 2019,32.09661,-1
12,0.5505611,Fri Feb 15 12:06:37.110 2019,32.09479,-1
13,0.5902408,Fri Feb 15 12:06:37.150 2019,32.09616,-1
14,0.6284333,Fri Feb 15 12:06:37.188 2019,32.09613,-1
15,0.6691049,Fri Feb 15 12:06:37.229 2019,32.09052,-1
16,0.7514406,Fri Feb 15 12:06:37.311 2019,32.07597,-1
17,0.8833777,Fri Feb 15 12:06:37.443 2019,32.06092,-1
18,0.9523205,Fri Feb 15 12:06:37.512 2019,32.03876,-1
19,1.150225,Fri Feb 15 12:06:37.710 2019,32.04258,-1
20,1.207265,Fri Feb 15 12:06:37.767 2019,32.05003,-1
21,1.325809,Fri Feb 15 12:06:37.886 2019,32.04133,-1
22,1.398722,Fri Feb 15 12:06:37.958 2019,32.03668,-1
23,1.472625,Fri Feb 15 12:06:38.032 2019,32.0305,-1
24,1.598113,Fri Feb 15 12:06:38.158 2019,32.00718,-1
25,1.657633,Fri Feb 15 12:06:38.217 2019,32.00154,-1
26,1.720625,Fri Feb 15 12:06:38.280 2019,32.00559,-1
27,1.782626,Fri Feb 15 12:06:38.342 2019,31.99718,-1
28,1.833713,Fri Feb 15 12:06:38.393 2019,31.99912,-1
29,1.872401,Fri Feb 15 12:06:38.432 2019,32.01201,-1
30,1.920018,Fri Feb 15 12:06:38.480 2019,32.01014,-1
31,1.975073,Fri Feb 15 12:06:38.535 2019,32.01165,-1
32,2.024178,Fri Feb 15 12:06:38.584 2019,32.02503,-1
33,2.073777,Fri Feb 15 12:06:38.633 2019,32.02588,-1
34,2.122387,Fri Feb 15 12:06:38.682 2019,32.03744,-1
35,2.175457,Fri Feb 15 12:06:38.735 2019,32.0414,-1
36,2.269698,Fri Feb 15 12:06:38.829 2019,32.05538,-1
37,2.32525,Fri Feb 15 12:06:38.885 2019,32.06561,-1
38,2.396178,Fri Feb 15 12:06:38.956 2019,32.07404,-1
39,2.463635,Fri Feb 15 12:06:39.023 2019,32.0725,-1
40,2.520674,Fri Feb 15 12:06:39.080 2019,32.06771,-1
41,2.591105,Fri Feb 15 12:06:39.151 2019,32.06096,-1
42,2.657074,Fri Feb 15 12:06:39.217 2019,32.05398,-1
43,2.752801,Fri Feb 15 12:06:39.313 2019,32.04418,-1
45,2.885234,Fri Feb 15 12:06:39.445 2019,32.04646,-1
46,2.967074,Fri Feb 15 12:06:39.527 2019,32.03863,-1
47,3.01221,Fri Feb 15 12:06:39.572 2019,32.0326,-1
48,3.065778,Fri Feb 15 12:06:39.625 2019,32.03045,-1
49,3.151586,Fri Feb 15 12:06:39.711 2019,32.02141,-1
50,3.207633,Fri Feb 15 12:06:39.767 2019,32.02425,-1
51,3.259714,Fri Feb 15 12:06:39.819 2019,32.02691,-1
52,3.323698,Fri Feb 15 12:06:39.883 2019,32.0379,-1
53,3.388674,Fri Feb 15 12:06:39.948 2019,32.03758,-1
54,3.447698,Fri Feb 15 12:06:40.007 2019,32.04115,-1
55,3.553842,Fri Feb 15 12:06:40.114 2019,32.02913,-1
56,3.600962,Fri Feb 15 12:06:40.161 2019,32.02759,-1
57,3.663458,Fri Feb 15 12:06:40.223 2019,32.02805,-1
58,3.727938,Fri Feb 15 12:06:40.288 2019,32.02175,-1
59,3.784482,Fri Feb 15 12:06:40.344 2019,32.02004,-1
60,3.831106,Fri Feb 15 12:06:40.391 2019,32.01458,-1
61,3.88269,Fri Feb 15 12:06:40.442 2019,32.00839,-1
62,3.941714,Fri Feb 15 12:06:40.501 2019,32.01446,-1
63,3.998259,Fri Feb 15 12:06:40.558 2019,32.01514,-1
64,4.055299,Fri Feb 15 12:06:40.615 2019,32.01262,-1
66,4.156483,Fri Feb 15 12:06:40.716 2019,32.01385,-1
67,4.203106,Fri Feb 15 12:06:40.763 2019,31.99793,-1
